START_ID,END_ID,TYPE,name
脂肪肝,周围神经炎,acompany_with,并发症
全身化脓性感染,休克,acompany_with,并发症
脊髓灰质炎,瘫痪,acompany_with,并发症
胸骨裂,呼吸道感染,acompany_with,并发症
汽油中毒,咳嗽,acompany_with,并发症
无肌病性皮肌炎,恶性肿瘤,acompany_with,并发症
肾动脉栓塞,急性肾功能衰竭,acompany_with,并发症
肝性脊髓病,肝性脑病,acompany_with,并发症
维生素B2缺乏病,贫血,acompany_with,并发症
畸形性骨炎,关节炎,acompany_with,并发症
小儿烟酸缺乏病,闭经,acompany_with,并发症
过强反射性鼻炎,鼻炎,acompany_with,并发症
慢性溃疡性结肠炎,腹胀,acompany_with,并发症
镁过多症,休克,acompany_with,并发症
颅骨骨折,脑外伤后综合征,acompany_with,并发症
急性细菌性前列腺炎,附睾炎,acompany_with,并发症
子宫纵隔,流产,acompany_with,并发症
老年人原发性恶性高血压引起的恶性小动脉肾,脑病,acompany_with,并发症
Rotor综合征,腹痛,acompany_with,并发症
神经元蜡样脂褐质沉积症,痴呆,acompany_with,并发症
心尖肥厚型心肌病,猝死,acompany_with,并发症
锁骨骨折,血管损伤,acompany_with,并发症
接触性荨麻疹,过敏性休克,acompany_with,并发症
腹主动脉动脉瘤破裂,失血性休克,acompany_with,并发症
链球菌性咽炎,急性淋巴结炎,acompany_with,并发症
老年人心房扑动,心力衰竭,acompany_with,并发症
衣原体尿路感染,附睾炎,acompany_with,并发症
腹股沟直疝,肠梗阻,acompany_with,并发症
急性肾炎,高血压,acompany_with,并发症
外阴白色病变,外阴瘙痒,acompany_with,并发症
咽鼓管阻塞,耳聋,acompany_with,并发症
膜性肾病,肾功能衰竭,acompany_with,并发症
下肢交通静脉瓣膜关闭不全,脑血栓,acompany_with,并发症
急性纵隔炎,气胸,acompany_with,并发症
血压病,心力衰竭,acompany_with,并发症
烟雾病,颅内动脉瘤,acompany_with,并发症
梅毒性角膜病变,全葡萄膜炎,acompany_with,并发症
肺寒,风寒犯肺,acompany_with,并发症
小儿麻痹症,高血压,acompany_with,并发症
砣疣,肿胀,acompany_with,并发症
喉淀粉样变,感染性休克,acompany_with,并发症
心包囊肿与心包憩室,上腔静脉综合征,acompany_with,并发症
乳汁吸入性肺炎,间质性肺炎,acompany_with,并发症
Brenneman综合征,腹膜后淋巴结炎,acompany_with,并发症
急性肾功能不全,腹胀,acompany_with,并发症
小儿获得性免疫缺陷综合征,贫血,acompany_with,并发症
狼疮肾炎,肾病综合征,acompany_with,并发症
气瘤,色素斑,acompany_with,并发症
黑热病,粒细胞缺乏症,acompany_with,并发症
水过多,脑疝,acompany_with,并发症
继发性高血压,心力衰竭,acompany_with,并发症
气虚自汗,汗证,acompany_with,并发症
矫正型大动脉错位,房间隔缺损,acompany_with,并发症
减压病,急性出血性坏死性肠炎,acompany_with,并发症
三尖瓣下移畸形,三尖瓣关闭不全,acompany_with,并发症
眶下间隙感染,急性海绵窦栓塞性静脉炎,acompany_with,并发症
阴部鲍恩样丘疹病,尖锐湿疣,acompany_with,并发症
急进性肾炎,上消化道出血,acompany_with,并发症
围绝经期综合征,心绞痛,acompany_with,并发症
吉特林综合征,风疹,acompany_with,并发症
镰状细胞贫血,化脓性关节炎,acompany_with,并发症
局灶性节段性肾小球硬化,高脂血症,acompany_with,并发症
阴道蚂蟥叮吸,阴道炎,acompany_with,并发症
其他类精神活性物质依赖,血栓性静脉炎,acompany_with,并发症
小儿消化性溃疡,幽门梗阻,acompany_with,并发症
甲状旁腺功能亢进,腹痛,acompany_with,并发症
腘动脉损伤,筋膜间隔区综合征,acompany_with,并发症
小儿感染性休克,肾功能衰竭,acompany_with,并发症
开放性气胸,胸腔积液,acompany_with,并发症
盲肠肉芽肿,钡中毒,acompany_with,并发症
外伤性白内障,青光眼,acompany_with,并发症
远视眼,恶心和呕吐,acompany_with,并发症
白大衣高血压,心绞痛,acompany_with,并发症
进食障碍,低镁血症,acompany_with,并发症
小儿脑瘫,癫痫,acompany_with,并发症
铁中毒,肾功能衰竭,acompany_with,并发症
小儿狂犬病,体温过低,acompany_with,并发症
妊娠合并白血病,结节病,acompany_with,并发症
小儿硬化性胆管炎,腹泻,acompany_with,并发症
睾丸癌,男性乳房肥大症,acompany_with,并发症
老年人急性胰腺炎,休克,acompany_with,并发症
血吸虫尾蚴性皮炎,急性淋巴结炎,acompany_with,并发症
缺血性肠绞痛,肠梗阻,acompany_with,并发症
老年人阳性杆菌肺炎,休克,acompany_with,并发症
眶周色素沉着,眼病,acompany_with,并发症
胃肠疾病,胃肠道外瘘,acompany_with,并发症
慢性阻塞性肺疾病,自发性气胸,acompany_with,并发症
妇科病,月经失调性不孕症,acompany_with,并发症
维生素A摄入过多,地中海贫血,acompany_with,并发症
新生儿Wilson-Mikity综合征,呼吸道感染,acompany_with,并发症
尿瘘,盆腔炎,acompany_with,并发症
唇病,肉芽肿性唇炎,acompany_with,并发症
急性胆囊炎,营养不良,acompany_with,并发症
狼疮样综合征,血栓性静脉炎,acompany_with,并发症
神经性厌食症与神经性贪食症,便秘,acompany_with,并发症
脊髓梅毒,咳嗽,acompany_with,并发症
联合瓣膜病变,肠系膜上动脉栓塞,acompany_with,并发症
类鼻疽,前列腺炎,acompany_with,并发症
急性左侧心力衰竭,代谢性酸中毒,acompany_with,并发症
弯曲菌感染,心内膜炎,acompany_with,并发症
急性感染性心内膜炎,肾动脉栓塞,acompany_with,并发症
软骨发育不全,脑积水,acompany_with,并发症
农药中毒所致的精神障碍,脑水肿,acompany_with,并发症
色汗症,多汗症,acompany_with,并发症
小儿面肩肱型肌营养不良,视网膜病变,acompany_with,并发症
制药业引起的皮肤病,单纯疱疹病毒感染症,acompany_with,并发症
腹水,多发性神经炎,acompany_with,并发症
肾创伤,肾动静脉瘘,acompany_with,并发症
泌尿道肿瘤,泌尿道肿瘤皮肤转移,acompany_with,并发症
皮肤蝇蛆病,脓毒症,acompany_with,并发症
小儿韦格纳肉芽肿,偏瘫,acompany_with,并发症
红细胞生成性卟啉病,系统性红斑狼疮,acompany_with,并发症
布氏菌病,脑膜炎,acompany_with,并发症
矽肺,自发性气胸,acompany_with,并发症
外阴包涵囊肿,败血症,acompany_with,并发症
肾下垂,肾盂肾炎,acompany_with,并发症
白血病肾损害,泌尿系结石,acompany_with,并发症
腹股沟滑动疝,腹股沟疝,acompany_with,并发症
妊娠合并白血病,糖尿病,acompany_with,并发症
结核性中耳乳突炎,结核性脑膜炎,acompany_with,并发症
克罗伊茨费尔特-雅各布病,褥疮,acompany_with,并发症
奔豚气,肾虚,acompany_with,并发症
小儿多发性肾小管功能障碍综合征,低钠血症,acompany_with,并发症
暴发性紫癜,播散性血管内凝血,acompany_with,并发症
胡桃夹食管,下背部痛,acompany_with,并发症
麻疹样红斑,肿胀,acompany_with,并发症
脑室内出血,褥疮,acompany_with,并发症
异物伤,急性蜂窝组织炎,acompany_with,并发症
结核性腹膜炎,肠瘘,acompany_with,并发症
烧伤,肾功能衰竭,acompany_with,并发症
反应性浆细胞增多症,弥散性血管内凝血,acompany_with,并发症
高致病性禽流感病毒感染,败血症,acompany_with,并发症
急性化脓性胆管炎,腹膜炎,acompany_with,并发症
急性淋病,前列腺炎,acompany_with,并发症
老年性心瓣膜病,主动脉瓣狭窄,acompany_with,并发症
虹膜睫状体炎,视网膜脱离,acompany_with,并发症
碱性磷酸钙结晶沉积病,甲亢,acompany_with,并发症
胫后神经痛,胫后神经损伤,acompany_with,并发症
小肠腺瘤,肠套叠,acompany_with,并发症
吐失,嗜铬细胞瘤,acompany_with,并发症
急性视网膜坏死综合征,白内障,acompany_with,并发症
老年人类风湿性关节炎,心肌炎,acompany_with,并发症
内分泌病,女性不孕症,acompany_with,并发症
特发性葡萄膜大脑炎,视网膜血管炎,acompany_with,并发症
葡萄球菌肺炎,脑膜炎,acompany_with,并发症
小儿急性胃炎,休克,acompany_with,并发症
主动脉瓣膜部狭窄,主动脉瓣关闭不全,acompany_with,并发症
慢性筛窦炎,硬脑膜下脓肿,acompany_with,并发症
特发性肺含铁血黄素沉着症,肺心病,acompany_with,并发症
婴幼儿脐疝,腹膜炎,acompany_with,并发症
小儿肠旋转不良,先天性膈疝,acompany_with,并发症
咽血管畸形,咽部异物,acompany_with,并发症
老年人肺心病,慢性肺源性心脏病,acompany_with,并发症
小儿肾积水,尿路感染,acompany_with,并发症
丁型病毒性肝炎,肝硬化,acompany_with,并发症
老年人肺心病,肺性脑病,acompany_with,并发症
残胃癌,贫血,acompany_with,并发症
心源性休克,心律失常,acompany_with,并发症
小儿嗜血性流行性感冒杆菌脑膜炎,静脉炎,acompany_with,并发症
医院内感染,败血症,acompany_with,并发症
喉粘液囊肿,急性扁桃体炎,acompany_with,并发症
神经节苷脂沉积病,癫痫,acompany_with,并发症
小儿尿路感染,慢性肾功能衰竭,acompany_with,并发症
广泛性焦虑障碍,抑郁症,acompany_with,并发症
过敏性结肠炎,肛管、直肠、结肠狭窄,acompany_with,并发症
寰椎骨折,脊髓损伤,acompany_with,并发症
免疫介导性肾脏病,尿路感染,acompany_with,并发症
精索静脉曲张,腹股沟疝,acompany_with,并发症
先天性胫骨缺如,肿胀,acompany_with,并发症
外阴肿瘤合并妊娠,生殖道感染,acompany_with,并发症
锁喉毒,心肌炎,acompany_with,并发症
小儿呼吸衰竭,肺栓塞,acompany_with,并发症
风湿性心肌炎,慢性心功能不全,acompany_with,并发症
妊娠舞蹈病,流产,acompany_with,并发症
急进性肾炎,心包炎,acompany_with,并发症
高脂蛋白血症Ⅳ型,糖尿病,acompany_with,并发症
先天性性联无γ-球蛋白血症,脑膜炎,acompany_with,并发症
上矢状窦血栓性静脉炎,硬脑膜外脓肿,acompany_with,并发症
妊娠合并心室间隔缺损,主动脉瓣关闭不全,acompany_with,并发症
囊状淋巴管瘤,吞咽困难,acompany_with,并发症
结节性筋膜炎,平滑肌肉瘤,acompany_with,并发症
家族性进行性色素沉着,抑郁症,acompany_with,并发症
糖尿病心肌病,糖尿病心脏病,acompany_with,并发症
急性化脓性甲状腺炎,心包炎,acompany_with,并发症
小儿结核性脑膜炎,癫痫,acompany_with,并发症
小儿眼-脑-肾综合征,隐睾,acompany_with,并发症
老年人急性胰腺炎,心力衰竭,acompany_with,并发症
脑干梗塞,吞咽困难,acompany_with,并发症
老年斑,色斑,acompany_with,并发症
卵巢囊肿,溶血性贫血,acompany_with,并发症
科罗拉多蜱热,脑膜炎,acompany_with,并发症
小儿卵巢肿瘤,性早熟,acompany_with,并发症
呼吸衰竭,休克,acompany_with,并发症
吩噻嗪类抗精神病药物中毒,低血压,acompany_with,并发症
急性假膜型念珠菌口炎,口腔溃疡,acompany_with,并发症
混合痣,皮肤癌,acompany_with,并发症
眼烧伤,结膜充血,acompany_with,并发症
更年期综合征,直肠膨出,acompany_with,并发症
婴儿臀部肉芽肿,慢性腹泻,acompany_with,并发症
鼻炎,化脓性鼻窦炎,acompany_with,并发症
化脓性颅骨骨髓炎,瘫痪,acompany_with,并发症
肝性脊髓病,原发性肝癌,acompany_with,并发症
黏多糖贮积症Ⅵ型,脑积水,acompany_with,并发症
老年人高钾血症,心律失常,acompany_with,并发症
红眼病,结膜炎,acompany_with,并发症
老年肺炎,糖尿病,acompany_with,并发症
脊髓炎,便秘,acompany_with,并发症
复孔绦虫病,视网膜脱离,acompany_with,并发症
二尖瓣和主动脉瓣的疾患,肺动脉高压,acompany_with,并发症
神经性肌强直,吞咽困难,acompany_with,并发症
隐斜视,恶心和呕吐,acompany_with,并发症
黏多糖贮积症Ⅵ型,脐疝,acompany_with,并发症
烧伤后急性肾功能衰竭,低钠血症,acompany_with,并发症
羊水栓塞,弥漫性血管内凝血,acompany_with,并发症
拟除虫菊类农药中毒,昏迷,acompany_with,并发症
肌强直性肌病,糖尿病,acompany_with,并发症
老年人慢性淋巴细胞白血病,贫血,acompany_with,并发症
新生儿窒息,气胸,acompany_with,并发症
瞀瘛,神昏,acompany_with,并发症
Poncet综合征,颈淋巴结结核,acompany_with,并发症
酒中毒性小脑变性,血栓形成,acompany_with,并发症
微小病变型肾病,血栓形成,acompany_with,并发症
胃憩室,胃穿孔,acompany_with,并发症
糖尿病酮症酸中毒,急性肾功能衰竭,acompany_with,并发症
重症肌无力样综合征,尿路感染,acompany_with,并发症
强直性脊柱炎,脊髓压迫症,acompany_with,并发症
中毒性细菌性痢疾,急性呼吸窘迫综合征,acompany_with,并发症
少腹如扇,腹痛,acompany_with,并发症
外阴皮肤脂溢性皮炎,食管念珠菌感染,acompany_with,并发症
原发性十二指肠恶性淋巴瘤,肠瘘,acompany_with,并发症
慢性盆腔疼痛,子宫内膜异位症,acompany_with,并发症
肱骨髁上骨折,肱骨髁上骨折,acompany_with,并发症
肛门异位,泌尿感染,acompany_with,并发症
间质性肾炎,贫血,acompany_with,并发症
回旋状脉络膜视网膜萎缩,肌营养不良症,acompany_with,并发症
食管破裂,吞咽困难,acompany_with,并发症
高尿酸血症肾病,糖尿病,acompany_with,并发症
摩擦黑变病,抑郁症,acompany_with,并发症
脊髓火器伤,头痛,acompany_with,并发症
开角型青光眼,恶性青光眼,acompany_with,并发症
急性肾功能衰竭,昏迷,acompany_with,并发症
马尔堡病毒病,休克,acompany_with,并发症
衣原体尿路感染,咽炎,acompany_with,并发症
老年人胸腔积液与胸膜炎,咯血,acompany_with,并发症
妊娠合并甲状旁腺功能减退,贫血,acompany_with,并发症
高免疫球蛋白E综合征,肺大疱,acompany_with,并发症
结肠直肠损伤,腹膜后感染与脓肿,acompany_with,并发症
变性近视的脉络膜萎缩,青光眼,acompany_with,并发症
哮喘,气胸,acompany_with,并发症
小儿脑水肿与颅内高压综合征,呼吸衰竭,acompany_with,并发症
婴幼儿型内斜视,眼球震颤,acompany_with,并发症
微小病变性肾病,局灶性肾小球硬化症,acompany_with,并发症
多发性肌炎和皮肌炎伴发的精神障碍,精神障碍,acompany_with,并发症
药物性哮喘,肺不张,acompany_with,并发症
急性肾小球肾炎,肺水肿,acompany_with,并发症
慢性支气管炎,肺动脉高压,acompany_with,并发症
巨人症与肢端肥大症,骨质疏松,acompany_with,并发症
弯曲菌性肠炎,腹泻,acompany_with,并发症
妊娠合并病毒性肝炎,弥散性血管内凝血,acompany_with,并发症
小细胞低色素性贫血,颅内高压综合征,acompany_with,并发症
腱病,骨关节炎,acompany_with,并发症
小儿遗传性口形细胞增多症,贫血,acompany_with,并发症
不孕不育,子宫内膜结核,acompany_with,并发症
老年人支原体肺炎,血小板减少性紫癜,acompany_with,并发症
链球菌感染后的急性肾小球肾炎,肾功能衰竭,acompany_with,并发症
先天性胃出口梗阻,贫血,acompany_with,并发症
链球菌中毒性休克综合征,弥散性血管内凝血,acompany_with,并发症
大泡性角膜病变,角膜鳞状细胞癌,acompany_with,并发症
大动脉炎,心肌梗死,acompany_with,并发症
小儿骨折,脂肪栓塞综合征,acompany_with,并发症
梗阻性尿路疾病,肾积水,acompany_with,并发症
厥阴头痛,共济失调,acompany_with,并发症
颈部开放性损伤,肺炎,acompany_with,并发症
视盘炎,梅毒,acompany_with,并发症
食管腐蚀性灼伤,腹膜炎,acompany_with,并发症
高血压脑出血,休克,acompany_with,并发症
脉管畸形,失血性休克,acompany_with,并发症
老年人肝硬化,原发性肝癌,acompany_with,并发症
湿痹,偏头痛,acompany_with,并发症
骨血管内皮细胞瘤,骨折,acompany_with,并发症
暴发性肝功能衰竭,低血糖症,acompany_with,并发症
天花,褥疮,acompany_with,并发症
鼻恶性肉芽肿,鼻中隔穿孔,acompany_with,并发症
肱骨外上髁炎,骨膜炎,acompany_with,并发症
天花,结膜炎,acompany_with,并发症
丹吉尔病,心肌梗死,acompany_with,并发症
食管中段憩室,食管憩室,acompany_with,并发症
输卵管炎,宫外孕,acompany_with,并发症
脑脓肿,症状性癫痫综合征,acompany_with,并发症
胆道蛔虫病,败血症,acompany_with,并发症
慢性黏膜皮肤念珠菌病,糖尿病,acompany_with,并发症
α1-抗胰蛋白酶缺乏症,肺气肿,acompany_with,并发症
髋关节骨关节炎,骨坏死,acompany_with,并发症
颞下颌关节强直,营养不良,acompany_with,并发症
先天性肝纤维化,急性梗阻性化脓性胆管炎,acompany_with,并发症
胶样粟丘疹,瘙痒症,acompany_with,并发症
眶底骨折,眼球突出,acompany_with,并发症
小儿急性中毒,代谢性酸中毒,acompany_with,并发症
继发性腹膜炎,多系统器官功能衰竭,acompany_with,并发症
老年人胃食管反流病,Barrett食管,acompany_with,并发症
复发性皮肤坏死性嗜酸粒细胞血管炎,红斑,acompany_with,并发症
钝挫伤,伴有虹膜睫状体炎的继发性青光眼,acompany_with,并发症
空巢综合症,老年痴呆,acompany_with,并发症
痉挛性脑瘫,尿失禁,acompany_with,并发症
湿热蕴脾,湿热痢,acompany_with,并发症
疱疹样湿疹,肺炎,acompany_with,并发症
胰石症,胰腺癌,acompany_with,并发症
慢性肾功能衰竭,心包炎,acompany_with,并发症
哮病,肺胀,acompany_with,并发症
颈椎间盘突出症,瘫痪,acompany_with,并发症
视网膜色素上皮炎,视网膜脱离,acompany_with,并发症
奥迪括约肌功能异常,腹泻,acompany_with,并发症
蛔虫病,膈下脓肿,acompany_with,并发症
呼吸性酸中毒,高钾血症,acompany_with,并发症
丧偶后适应性障碍,老年期抑郁症,acompany_with,并发症
痉挛性斜颈,抑郁症,acompany_with,并发症
肾囊肿,高血压,acompany_with,并发症
螺菌病,脑膜炎,acompany_with,并发症
慢性蝶窦炎,脑脊液鼻漏,acompany_with,并发症
全葡萄膜炎,新生血管性青光眼,acompany_with,并发症
小儿缺铁性贫血,小儿营养不良,acompany_with,并发症
梅毒,主动脉瘤,acompany_with,并发症
非阵发性交接区性心动过速,心律失常,acompany_with,并发症
黄斑裂孔性视网膜脱离,视网膜脱离,acompany_with,并发症
慢性上颌窦炎,肿胀,acompany_with,并发症
急性淋巴细胞白血病,消化道出血,acompany_with,并发症
骨恶性淋巴瘤,骨折,acompany_with,并发症
透明隔囊肿,头痛,acompany_with,并发症
小儿糖原贮积病Ⅸ型,蛋白尿,acompany_with,并发症
内热,便秘,acompany_with,并发症
曲霉球,胸膜炎,acompany_with,并发症
路易体痴呆,睡眠障碍,acompany_with,并发症
肝外胆管损伤,休克,acompany_with,并发症
耳源性脑膜炎,慢性化脓性中耳炎,acompany_with,并发症
新生儿急性肾功能衰竭,高血压,acompany_with,并发症
急性失血所致贫血,休克,acompany_with,并发症
左房恶性黏液瘤,心律失常,acompany_with,并发症
胁痛,胰腺炎,acompany_with,并发症
毛盘瘤,皮肤瘙痒症,acompany_with,并发症
肾静脉血栓,高血压危象,acompany_with,并发症
砷化氢引起的溶血性贫血,肾损伤,acompany_with,并发症
老年人高渗性非酮症糖尿病昏迷,休克,acompany_with,并发症
小儿胃肠道异物及异物性肠梗阻,腹绞痛综合征,acompany_with,并发症
蓝痣,皮肤黏液瘤,acompany_with,并发症
肌注硬结感染,心肌炎,acompany_with,并发症
热衰竭,昏厥,acompany_with,并发症
小儿甲状旁腺功能减退症,低血压,acompany_with,并发症
小儿脑干胶质瘤,智力低下,acompany_with,并发症
胃良性肿瘤,胃平滑肌瘤,acompany_with,并发症
人格障碍,精神分裂症,acompany_with,并发症
肌腱炎和腱鞘炎,化脓性腱鞘炎,acompany_with,并发症
多发梗塞性痴呆,肾功能衰竭,acompany_with,并发症
透明细胞软骨肉瘤,骨膜性软骨肉瘤,acompany_with,并发症
小儿阿姆斯特丹型侏儒,癫痫,acompany_with,并发症
前庭功能紊乱,位置性眩晕,acompany_with,并发症
溶血尿毒综合征,肺水肿,acompany_with,并发症
腺样体炎,支气管炎,acompany_with,并发症
甲亢性心脏病,二尖瓣脱垂综合征,acompany_with,并发症
