START_ID,END_ID,TYPE,name
白细胞减少症,杏仁,do_eat,宜吃
维生素B1缺乏症,南瓜子仁,do_eat,宜吃
恙虫病性肺炎,鸽蛋,do_eat,宜吃
摩擦性苔藓样疹,鸡蛋,do_eat,宜吃
心脏神经症,乌骨鸡,do_eat,宜吃
一氧化碳中毒后迟发性脑病,花生,do_eat,宜吃
肋骨骨折,葵花子仁,do_eat,宜吃
蜂窝织炎,芝麻,do_eat,宜吃
癫痫伴发的精神障碍,南瓜子仁,do_eat,宜吃
青春期功能失调性子宫出血病,鹅,do_eat,宜吃
拇外翻,鸡腿,do_eat,宜吃
致命性中线肉芽肿,黑豆,do_eat,宜吃
性功能障碍,芝麻,do_eat,宜吃
地方性甲状腺肿,核桃,do_eat,宜吃
耳结核,杏仁,do_eat,宜吃
卵巢泡膜细胞瘤,薇菜,do_eat,宜吃
腋臭,蜂蜜,do_eat,宜吃
牙结石,鸡蛋,do_eat,宜吃
崩漏,鸡蛋,do_eat,宜吃
新疆出血热,腰果,do_eat,宜吃
吉尔伯特综合征,鹿肉,do_eat,宜吃
老年人椎基底动脉供血不足,绿豆,do_eat,宜吃
麻风,花生,do_eat,宜吃
衣原体尿路感染,鸡肉,do_eat,宜吃
甲沟炎和甲下脓肿,腰果,do_eat,宜吃
阿尔采末病,鸡心,do_eat,宜吃
颅内静脉血栓形成,南瓜子仁,do_eat,宜吃
骨神经鞘瘤,南瓜子仁,do_eat,宜吃
口腔扁平苔藓,花生,do_eat,宜吃
急性细支气管炎,鸭肝,do_eat,宜吃
下疳样脓皮病,鹌鹑蛋,do_eat,宜吃
肠道短路关节炎皮炎综合征,鸡肉,do_eat,宜吃
花翳自陷,鸡肉,do_eat,宜吃
B链球菌群感染,白果（鲜）,do_eat,宜吃
小儿获得性免疫缺陷综合征肾病,黄豆粉,do_eat,宜吃
萎缩纹,鸡肝,do_eat,宜吃
桡神经损伤,南瓜子仁,do_eat,宜吃
腹股沟斜疝,豆腐,do_eat,宜吃
梅毒性角膜病变,鸡血,do_eat,宜吃
急性及亚急性脑内血肿,鸭肝,do_eat,宜吃
产后甲状腺炎,南瓜子仁,do_eat,宜吃
主动脉瓣膜部狭窄,鹅肝,do_eat,宜吃
症瘕,鸭蛋,do_eat,宜吃
眼结石,白菜,do_eat,宜吃
慢性硬脑膜外血肿,鸭肝,do_eat,宜吃
中毒性眩晕,鸭翅,do_eat,宜吃
维生素C缺乏病,鸡蛋,do_eat,宜吃
球形肺炎,鸡蛋,do_eat,宜吃
神经鞘瘤,葵花子仁,do_eat,宜吃
锁骨下动脉-腋动脉瘤,鸡肉,do_eat,宜吃
妇科炎症,鹅肉,do_eat,宜吃
过敏性皮炎,鸡肉,do_eat,宜吃
急性腹膜炎,鹿肉,do_eat,宜吃
甲型病毒性肝炎,葵花子仁,do_eat,宜吃
侵袭性大肠埃希氏菌肠炎,小米,do_eat,宜吃
盆腔充血综合征,绿豆,do_eat,宜吃
混合瘤,薇菜,do_eat,宜吃
颈型颈椎病,芝麻,do_eat,宜吃
精囊恶性肿瘤,黑豆,do_eat,宜吃
单纯性肥胖,芝麻,do_eat,宜吃
脑震荡,白果（干）,do_eat,宜吃
浸润型肺结核,赤小豆,do_eat,宜吃
白细胞葡萄糖-6-磷酸脱氢酶缺乏症,白果（鲜）,do_eat,宜吃
职业黑变病,芝麻,do_eat,宜吃
乳头状囊腺癌,鸡蛋黄,do_eat,宜吃
老年人乳腺癌,花生,do_eat,宜吃
颅狭症,南瓜子仁,do_eat,宜吃
PUVA雀斑样痣,花生,do_eat,宜吃
小儿肺炎,鹿肉,do_eat,宜吃
小儿衣原体肺炎,鸡肉,do_eat,宜吃
妊娠合并硬皮病,鹌鹑蛋,do_eat,宜吃
小儿病毒性心肌炎,葵花子仁,do_eat,宜吃
流感嗜血杆菌脑膜炎,鸡内金,do_eat,宜吃
小儿急性髓样白血病,南瓜子仁,do_eat,宜吃
经行舌麻,鸡肉,do_eat,宜吃
散发性脑炎伴发的精神障碍,芝麻,do_eat,宜吃
松节油皮炎,鸡蛋,do_eat,宜吃
干燥综合征,芝麻,do_eat,宜吃
肾癌,南瓜子仁,do_eat,宜吃
肝损伤,鸡蛋,do_eat,宜吃
先天性巨结肠,鸡蛋,do_eat,宜吃
闭锁综合征,鸡腿,do_eat,宜吃
狼疮肾炎,豆浆,do_eat,宜吃
上皮样囊肿,葵花子仁,do_eat,宜吃
小儿心房扑动,黑芝麻,do_eat,宜吃
上颌窦恶性肿瘤,鸡蛋黄,do_eat,宜吃
小儿原发性脑干损伤,鸡肉,do_eat,宜吃
小儿肾性氨基酸尿症,腰果,do_eat,宜吃
血管脂肪瘤,芝麻,do_eat,宜吃
小儿脾外伤,南瓜子仁,do_eat,宜吃
过敏性湿疹,胡萝卜,do_eat,宜吃
肾周脓肿,腰果,do_eat,宜吃
妊娠合并梅毒,鸡心,do_eat,宜吃
表演型人格障碍,豆腐干,do_eat,宜吃
面部肉芽肿,鹌鹑蛋,do_eat,宜吃
鼻疖,鸽蛋,do_eat,宜吃
良性脂肪母细胞瘤,黑豆,do_eat,宜吃
脑弓形体病,葵花子仁,do_eat,宜吃
腕管综合征,南瓜子仁,do_eat,宜吃
甲状腺疾病,鸡心,do_eat,宜吃
前列腺癌,葵花子仁,do_eat,宜吃
先天性直肠与周围脏器瘘,葵花子仁,do_eat,宜吃
颅骨结核,腰果,do_eat,宜吃
急性胃肠炎,鸡蛋,do_eat,宜吃
背痈,鸡蛋,do_eat,宜吃
有机磷农药中毒,鸡蛋,do_eat,宜吃
输卵管畸形,鸽蛋,do_eat,宜吃
蛋白质-能量营养不良,鸭肝,do_eat,宜吃
头外伤,薇菜,do_eat,宜吃
血毒,大豆,do_eat,宜吃
低增生性急性白血病,花生仁（炒）,do_eat,宜吃
外痔,鸡肝,do_eat,宜吃
细菌性前列腺炎,芝麻,do_eat,宜吃
上呼吸道感染,栗子（熟）,do_eat,宜吃
外阴纤维瘤,乌骨鸡,do_eat,宜吃
脉痿,鸭蛋,do_eat,宜吃
耳后骨膜下脓肿,松子仁,do_eat,宜吃
妊娠合并慢性肾上腺皮质功能减退,鹅,do_eat,宜吃
脑动脉硬化症,青豆,do_eat,宜吃
Plummer-Vinson综合征,鸡心,do_eat,宜吃
十二指肠重复畸形,鸡蛋,do_eat,宜吃
颈部水囊瘤,芝麻,do_eat,宜吃
黑布拉痒疹,芝麻,do_eat,宜吃
老年人甲状腺功能低下,鸡肝,do_eat,宜吃
感染性休克,鸡蛋,do_eat,宜吃
腹部肿块,鸡心,do_eat,宜吃
附睾炎,葵花子仁,do_eat,宜吃
痢疾,荸荠粉,do_eat,宜吃
妊娠合并哮喘,鸡蛋,do_eat,宜吃
心肌缺血,腰果,do_eat,宜吃
听力障碍,鸡肉,do_eat,宜吃
下尺桡关节脱位,腰果,do_eat,宜吃
甲状旁腺功能异常伴发的精神障碍,白果（干）,do_eat,宜吃
眼烧伤,南瓜子仁,do_eat,宜吃
外阴上皮内瘤样病变,绿豆芽,do_eat,宜吃
内热,鸡蛋,do_eat,宜吃
后天性动静脉瘘,栗子（鲜）,do_eat,宜吃
白带异常,鹅肉,do_eat,宜吃
臁疮,鸡肉,do_eat,宜吃
老年性舞蹈病,芝麻,do_eat,宜吃
病毒性上呼吸道感染,鸡肉,do_eat,宜吃
淋巴管平滑肌瘤,鹅肉,do_eat,宜吃
全身化脓性感染,鸡心,do_eat,宜吃
湄公血吸虫病,鸡血,do_eat,宜吃
芽生菌病样脓皮病,栗子（熟）,do_eat,宜吃
阴缩,鸡蛋,do_eat,宜吃
末梢神经炎,鸡蛋,do_eat,宜吃
甲亢,腰果,do_eat,宜吃
子宫切除术后会阴疝,杏仁,do_eat,宜吃
中暑衰竭,芝麻,do_eat,宜吃
创伤性肘关节炎,鸭肉,do_eat,宜吃
鼠疫,松子仁,do_eat,宜吃
乳腺病,南瓜子仁,do_eat,宜吃
肺炎球菌脑膜炎,鸭肝,do_eat,宜吃
黄疸性肝炎,白菜,do_eat,宜吃
小儿动脉瘤样骨囊肿,鸭翅,do_eat,宜吃
结肠腺癌,胡萝卜,do_eat,宜吃
子宫纵隔,豆腐,do_eat,宜吃
乳房纤维腺瘤,南瓜子仁,do_eat,宜吃
脚气病性心脏病,乌骨鸡,do_eat,宜吃
肠道病毒所致各系统感染,鸭肝,do_eat,宜吃
盆腔充血综合征,杏鲍菇,do_eat,宜吃
左心房心律,核桃,do_eat,宜吃
胃、十二指肠溃疡急性穿孔,莲子,do_eat,宜吃
单侧关节突关节脱位,鸽肉,do_eat,宜吃
结肠直肠损伤,鸡心,do_eat,宜吃
胃潴留,乌骨鸡,do_eat,宜吃
扁平苔癣,鸭蛋,do_eat,宜吃
生长期脱发,鸡蛋,do_eat,宜吃
性变态,松子仁,do_eat,宜吃
慢性舌扁桃体炎,鸭蛋,do_eat,宜吃
动脉阻塞或狭窄视网膜病变,南瓜子仁,do_eat,宜吃
急性颌骨骨髓炎,鸭翅,do_eat,宜吃
老年人肺气肿,鸡内金,do_eat,宜吃
小儿细菌感染性口炎,核桃,do_eat,宜吃
盆腔脓肿,赤砂糖,do_eat,宜吃
肛门外伤,南瓜子仁,do_eat,宜吃
小儿碘缺乏病,鹌鹑蛋,do_eat,宜吃
肝炎,鸭蛋,do_eat,宜吃
慢性胆囊炎,鸭肝,do_eat,宜吃
丛集性头痛,芝麻,do_eat,宜吃
颈淋巴结结核,莲子,do_eat,宜吃
脊柱脊髓损伤,葵花子仁,do_eat,宜吃
股骨髁上骨折,青豆,do_eat,宜吃
良性葡萄胎,薇菜,do_eat,宜吃
颅内静脉血栓形成,葵花子仁,do_eat,宜吃
先天性髋关节外展挛缩和骨盆倾斜,鸡肉,do_eat,宜吃
月骨脱位及月骨周围脱位,芝麻,do_eat,宜吃
贲门癌,鸡心,do_eat,宜吃
皮肤B细胞淋巴样结节型增生,鸡蛋,do_eat,宜吃
视神经萎缩,青豆,do_eat,宜吃
多毛状小阴唇,腰果,do_eat,宜吃
咽部麻风,鸭蛋,do_eat,宜吃
痒疹,栗子（熟）,do_eat,宜吃
静脉曲张综合征,松子仁,do_eat,宜吃
急黄,芝麻,do_eat,宜吃
肝结石,小米,do_eat,宜吃
气管前间隙感染,鹅,do_eat,宜吃
小脑扁桃体下疝,芝麻,do_eat,宜吃
成人先天性髋关节脱位,鹅肉,do_eat,宜吃
多发性肌炎,鸭肝,do_eat,宜吃
分裂情感性障碍,核桃,do_eat,宜吃
枢椎齿状突骨折,鹌鹑蛋,do_eat,宜吃
小细胞低色素性贫血,莲子,do_eat,宜吃
成人腹股沟斜疝,鸭翅,do_eat,宜吃
心脏瓣膜关闭不全,小米,do_eat,宜吃
肾阳虚,芝麻,do_eat,宜吃
奈瑟卡他球菌肺炎,南瓜子仁,do_eat,宜吃
喉返神经损伤,葵花子仁,do_eat,宜吃
急性附睾炎,鸡肉,do_eat,宜吃
外源性过敏性肺泡炎,南瓜子仁,do_eat,宜吃
胆石性肠绞塞综合征,腰果,do_eat,宜吃
小儿慢性粒细胞白血病,南瓜子仁,do_eat,宜吃
溃疡坏死性口炎,白果（干）,do_eat,宜吃
大肠恶性淋巴瘤,鹿肉,do_eat,宜吃
创伤性肩关节后脱位,鸡蛋,do_eat,宜吃
小儿脾外伤,绿豆,do_eat,宜吃
巨人症,芝麻,do_eat,宜吃
小儿关节弯曲综合征,南瓜子仁,do_eat,宜吃
阿米巴痢疾,花生,do_eat,宜吃
平滑肌肉瘤,赤砂糖,do_eat,宜吃
眼睑皮脂腺癌,芝麻,do_eat,宜吃
二硫化碳中毒,生菜,do_eat,宜吃
马牙,鸡蛋,do_eat,宜吃
口腔溃疡,鸭肉,do_eat,宜吃
急性胆管炎,芝麻,do_eat,宜吃
鼻鼽,鸭蛋,do_eat,宜吃
雀斑,葵花子仁,do_eat,宜吃
甲状腺微小癌,青豆,do_eat,宜吃
嗜血细胞综合症,绿豆芽,do_eat,宜吃
胃肠湿热,苋菜(紫),do_eat,宜吃
肱骨小头骨折,白果（干）,do_eat,宜吃
外伤性癫痫,鸭肝,do_eat,宜吃
春季性结膜炎,花生,do_eat,宜吃
消化道溃疡,腰果,do_eat,宜吃
急性宫颈炎,鹅肉,do_eat,宜吃
慢性肠炎,鸡爪,do_eat,宜吃
小儿慢性支气管炎,南瓜子仁,do_eat,宜吃
偏执性精神障碍,南瓜子仁,do_eat,宜吃
一氧化碳中毒,南瓜子仁,do_eat,宜吃
单纯疱疹病毒性角膜炎,鸡蛋黄,do_eat,宜吃
黄体功能不全,鸡心,do_eat,宜吃
小儿亚急性甲状腺炎,鸡肉,do_eat,宜吃
阴道囊肿,葡萄,do_eat,宜吃
深覆合,鹿肉,do_eat,宜吃
青少年及小儿卵巢肿瘤,鸡蛋,do_eat,宜吃
病毒性胃肠炎,鸽蛋,do_eat,宜吃
低渗性脱水,花生,do_eat,宜吃
糖尿病性肾病,莲子,do_eat,宜吃
组织细胞增殖症,鸭肝,do_eat,宜吃
急性包皮炎,鸭肉,do_eat,宜吃
锁骨骨折,鸡肉,do_eat,宜吃
先天性拇内翻,腰果,do_eat,宜吃
咽部结核,南瓜子仁,do_eat,宜吃
上肢深静脉血栓形成,花生,do_eat,宜吃
腘肌肌腱炎,鸡蛋,do_eat,宜吃
红细胞生成性卟啉病,花生,do_eat,宜吃
拇指掌指关节尺侧侧副韧带损伤,腰果,do_eat,宜吃
妊娠合并系统性红斑狼疮,赤砂糖,do_eat,宜吃
卵泡腺细胞增殖综合征,腰果,do_eat,宜吃
中性粒细胞减少症,鸡肉,do_eat,宜吃
头皮痣,绿豆芽,do_eat,宜吃
卵巢纤维组织来源肿瘤,南瓜子仁,do_eat,宜吃
胃出血-测试,羊肉(瘦),do_eat,宜吃
小儿肾结核,核桃,do_eat,宜吃
骨折不愈合,葵花子仁,do_eat,宜吃
楚尔盖分枝杆菌感染,腰果,do_eat,宜吃
心功能障碍,莲子,do_eat,宜吃
鼻息肉,栗子（鲜）,do_eat,宜吃
冻僵,薇菜,do_eat,宜吃
急性胆源性胰腺炎,鸡蛋,do_eat,宜吃
抽搐与惊厥,白果（鲜）,do_eat,宜吃
原发性腹膜后肿瘤,杏仁,do_eat,宜吃
小儿肾血管性高血压,腰果,do_eat,宜吃
妊娠期急性肾功能衰竭,鹅,do_eat,宜吃
肠系膜上动脉综合征,鸡蛋黄,do_eat,宜吃
老年人糖尿病肾病,葵花子仁,do_eat,宜吃
克罗恩病,鹿肉,do_eat,宜吃
先天性副肌强直症,腰果,do_eat,宜吃
膀胱气痛,鸭蛋,do_eat,宜吃
解脲支原体感染,南瓜子仁,do_eat,宜吃
小儿苯丙酮尿症,腰果,do_eat,宜吃
外伤后颈内动脉闭塞,莲子,do_eat,宜吃
糖尿病性肾病,核桃,do_eat,宜吃
小儿原发性脑干损伤,花生,do_eat,宜吃
半月板损伤,鸭血(白鸭),do_eat,宜吃
奎宁中毒,鸭肉,do_eat,宜吃
甲状腺舌管囊肿与瘘,鸡蛋,do_eat,宜吃
外阴湿疹,黑豆,do_eat,宜吃
紫外线伤,白果（干）,do_eat,宜吃
乳腺病,鹅肉,do_eat,宜吃
前庭大腺炎,鸭肉,do_eat,宜吃
肠侵袭性大肠埃希杆菌感染,鸡蛋,do_eat,宜吃
胸降主动脉动脉瘤,南瓜子仁,do_eat,宜吃
耳神经痛,小米,do_eat,宜吃
小儿纤维性骨营养不良综合征,西瓜子仁,do_eat,宜吃
法洛三联症,鸡腿,do_eat,宜吃
病毒性食管炎,青豆,do_eat,宜吃
气管梗阻,鸡蛋,do_eat,宜吃
外阴腺泡状软组织肉瘤,杏仁,do_eat,宜吃
慢性单纯性鼻炎,鸭蛋,do_eat,宜吃
盆腔炎,松子仁,do_eat,宜吃
尘螨过敏,赤小豆,do_eat,宜吃
睡眠相位后移综合症,小米,do_eat,宜吃
老年人多器官功能衰竭,莲子,do_eat,宜吃
阴道横隔,白果（干）,do_eat,宜吃
输卵管肿瘤,鸭蛋,do_eat,宜吃
股骨颈骨折,鹌鹑蛋,do_eat,宜吃
老年期抑郁障碍,胡萝卜,do_eat,宜吃
免疫缺陷性肺炎,章鱼,do_eat,宜吃
鼻瓣区狭窄,鸡蛋,do_eat,宜吃
屈光不正,鸡肝,do_eat,宜吃
伴有脂肪瘤样痣的褶皱皮肤,芝麻,do_eat,宜吃
先天性环状束带,鸡肉,do_eat,宜吃
单纯疱疹病毒肺炎,鸭翅,do_eat,宜吃
慢性阑尾炎,鸡心,do_eat,宜吃
妇科病,鸡肉,do_eat,宜吃
外伤性腹膜后出血或血肿,南瓜子仁,do_eat,宜吃
小儿先天性斜颈,南瓜子仁,do_eat,宜吃
围生期心肌病,鸡蛋,do_eat,宜吃
强碱类中毒,栗子（熟）,do_eat,宜吃
病毒性结膜炎,鸡肉,do_eat,宜吃
糖尿病酮症酸中毒,鹿肉,do_eat,宜吃
急性丙肝,菠菜,do_eat,宜吃
闭经,鹅肉,do_eat,宜吃
泌尿系结石,鸡肉,do_eat,宜吃
皮肤病,鸭蛋,do_eat,宜吃
显微型多血管炎,鸡肉,do_eat,宜吃
单纯性寰枢椎脱位,核桃,do_eat,宜吃
骨关节炎,鸭肝,do_eat,宜吃
幼年型类风湿性关节炎,松子仁,do_eat,宜吃
爆裂性眼眶骨折,芝麻,do_eat,宜吃
其他沙门菌感染,赤砂糖,do_eat,宜吃
阴道嗜血杆菌性阴道炎,鸭蛋,do_eat,宜吃
老年期抑郁障碍,冬瓜,do_eat,宜吃
跖骨骨折,鸡肉,do_eat,宜吃
口腔粘膜病,腰果,do_eat,宜吃
鼻肿瘤,鸡肉,do_eat,宜吃
圆锥角膜,白果（干）,do_eat,宜吃
盖氏骨折,鸡蛋,do_eat,宜吃
多囊卵巢综合征,芝麻,do_eat,宜吃
外阴-阴道-牙龈综合征,芝麻,do_eat,宜吃
喉角化症,鸡腿,do_eat,宜吃
闭孔疝,鸡蛋,do_eat,宜吃
中老年男子部分性雄激素缺乏综合征,鸡蛋,do_eat,宜吃
支原体尿路感染,芝麻,do_eat,宜吃
气秘,花生,do_eat,宜吃
白喉性心肌炎,芝麻,do_eat,宜吃
子宫内膜息肉,红葡萄酒,do_eat,宜吃
肝炎,鸡蛋,do_eat,宜吃
臁疮,鸭蛋,do_eat,宜吃
水杨酸类中毒,葵花子仁,do_eat,宜吃
热咳,腰果,do_eat,宜吃
跗骨与周围关节结核,芝麻,do_eat,宜吃
睑外翻,杏仁,do_eat,宜吃
颊间隙感染,鸡蛋,do_eat,宜吃
血色病性骨关节病,芝麻,do_eat,宜吃
髋关节滑囊炎,青豆,do_eat,宜吃
卵巢透明细胞肿瘤,葵花子仁,do_eat,宜吃
奥迪括约肌功能异常,鸡蛋,do_eat,宜吃
膈疝,鸡蛋,do_eat,宜吃
肠扭转,鹿肉,do_eat,宜吃
