START_ID,END_ID,TYPE,name
小儿呼吸道合胞病毒肺炎,鼻翼扇动,has_symptom,症状
肾阴虚,耳鸣,has_symptom,症状
产后目病,耳鸣,has_symptom,症状
非结核分枝杆菌病,发绀,has_symptom,症状
皮肤白血病,阴部溃疡,has_symptom,症状
二尖瓣关闭不全,端坐呼吸,has_symptom,症状
手足口病,流涎,has_symptom,症状
全身化脓性感染,烦躁不安,has_symptom,症状
冬季瘙痒症,斑疹,has_symptom,症状
产后血虚热,耳鸣,has_symptom,症状
阿米巴性宫颈炎,阴道分泌物增多,has_symptom,症状
代谢性白内障,晶状体混浊,has_symptom,症状
淋巴结-胆道综合征,畏寒,has_symptom,症状
下丘脑错构瘤,发作性傻笑,has_symptom,症状
乳房结核,乳头内陷,has_symptom,症状
立克次体痘,背痛,has_symptom,症状
舌甲状腺,呼吸困难,has_symptom,症状
老年人上消化道出血,乏力,has_symptom,症状
风轮湿热,纳差,has_symptom,症状
老人腹股沟斜疝,腹股沟处或闭孔处肿胀,has_symptom,症状
门静脉高压症,门脉高压,has_symptom,症状
成人脐疝,涂友宝,has_symptom,症状
房性心动过速伴房室传导阻滞,心动过速,has_symptom,症状
子宫内翻,阴道出血,has_symptom,症状
颌骨囊肿,颌骨关节痛,has_symptom,症状
支原体尿路感染,尿频,has_symptom,症状
胰腺囊性纤维性变,腹膜炎,has_symptom,症状
小儿维生素A缺乏病,精神障碍,has_symptom,症状
小儿关节弯曲综合征,髋关节脱位,has_symptom,症状
小儿淋巴细胞间质性肺炎,呼吸困难,has_symptom,症状
先天性长结肠,下腹痛,has_symptom,症状
虹膜囊肿,虹膜发炎,has_symptom,症状
萎缩性胃炎,胀痛,has_symptom,症状
颈椎椎弓裂,肩痛,has_symptom,症状
房室交接区性期前收缩,头昏,has_symptom,症状
老年人主动脉瘤,钙化,has_symptom,症状
痛风和高尿酸血症,生长缓慢,has_symptom,症状
妊娠期糖尿病,糖尿,has_symptom,症状
社会获得性肺炎,恶心,has_symptom,症状
肛管癌,肛门区红肿及痛性硬块,has_symptom,症状
牙痈,牙齿遇冷热痛,has_symptom,症状
肾错构瘤,尿频,has_symptom,症状
阴道良性肿瘤,阴道出血,has_symptom,症状
脑型血吸虫病,癫痫和癫痫样发作,has_symptom,症状
传染性湿疹样皮炎,闫铁,has_symptom,症状
鼠疫,乏力,has_symptom,症状
胃损伤,肠鸣,has_symptom,症状
老年人心房纤颤,心动过缓,has_symptom,症状
肺栓塞,恶性胸水,has_symptom,症状
小儿烹调综合征,肩胛带“模拟瘫痪”,has_symptom,症状
异染性脑白质营养不良,脑白质偏少,has_symptom,症状
绝经期关节炎,瘙痒,has_symptom,症状
稳定型心绞痛,气短,has_symptom,症状
胸骨骨折,无力,has_symptom,症状
异染性脑白质营养不良,腱反射亢进,has_symptom,症状
角化棘皮瘤,斑疹,has_symptom,症状
尿道旁腺癌,结节,has_symptom,症状
小儿格林巴利综合症,颅神经麻痹,has_symptom,症状
新生儿低钠血症,细胞外液减少,has_symptom,症状
骨癌,体重减轻,has_symptom,症状
慢性髓细胞白血病,淋巴结肿大,has_symptom,症状
肢端纤维角化瘤,手腕肿痛及掌屈...,has_symptom,症状
肝豆状核变性,肝功能衰竭,has_symptom,症状
增生性疤痕,灼痛,has_symptom,症状
二尖瓣狭窄,心脏震颤,has_symptom,症状
药物过敏,寒战,has_symptom,症状
小儿疳痢,面色灰暗,has_symptom,症状
老年便秘,腹痛,has_symptom,症状
相对性红细胞增多症,肤色赤红,has_symptom,症状
喉炎,喉部有痰,has_symptom,症状
小儿先天性高氨血症,共济失调,has_symptom,症状
立克次体病,三联征,has_symptom,症状
小肠原发性恶性淋巴瘤,淋巴结肿大,has_symptom,症状
高钾血症,神志不清,has_symptom,症状
胆碱能性荨麻疹,瘙痒,has_symptom,症状
眼睑热性疱疹,疱疹,has_symptom,症状
非洲锥虫病,闭经,has_symptom,症状
眼眶静脉性血管瘤,内出血,has_symptom,症状
流行性角膜结膜炎,流泪,has_symptom,症状
老年人上消化道出血,反复出血,has_symptom,症状
肛管癌,肛门瘙痒,has_symptom,症状
雅司病,湿疣,has_symptom,症状
脑蛛网膜炎,钝痛,has_symptom,症状
脑瘤,视野向心性缩小,has_symptom,症状
潮热,不明原因发热,has_symptom,症状
婴儿型黑矇性痴呆,腱反射亢进,has_symptom,症状
纵隔副神经节起源的肿瘤,头晕,has_symptom,症状
脊索瘤,硬化,has_symptom,症状
II型肾小管性酸中毒,多尿,has_symptom,症状
老年低温症,颤抖,has_symptom,症状
子宫恶性中胚叶混合瘤,下腹部包块,has_symptom,症状
急性阿米巴痢疾,里急后重,has_symptom,症状
小儿结核性心包炎,低蛋白血症,has_symptom,症状
老年急性白血病,乏力,has_symptom,症状
小儿再发性腹痛,腹部压痛,has_symptom,症状
食管其他恶性肿瘤,恶病质,has_symptom,症状
慢性淋巴细胞性白血病,腹胀,has_symptom,症状
复发性溃疡,消化性溃疡,has_symptom,症状
硬红斑,肉芽肿,has_symptom,症状
急性上呼吸道感染,咽喉疼痛,has_symptom,症状
医源性多毛症,面部多毛,has_symptom,症状
侵袭性婴儿纤维瘤病,表皮角化,has_symptom,症状
老年久病卧床,背痛,has_symptom,症状
急性纵隔炎,耳痛,has_symptom,症状
热带性口炎性腹泻,口炎,has_symptom,症状
婴儿闷热综合症,呼吸不规则,has_symptom,症状
肛门瘙痒症,肛周皮肤有湿疹,has_symptom,症状
肺疝,呼吸困难,has_symptom,症状
股外侧皮神经炎,大腿刺痛,has_symptom,症状
维斯科特-奥尔德里奇综合征,湿疹,has_symptom,症状
直肠息肉,息肉样损害,has_symptom,症状
眼外肌广泛纤维化综合征,斜视性弱视,has_symptom,症状
多房棘球蚴病,咯血,has_symptom,症状
胆石性肠梗阻,板状腹,has_symptom,症状
非典型麻疹综合征,淋巴结肿大,has_symptom,症状
油性肉芽肿,肉芽肿,has_symptom,症状
喉喑,声音变低,has_symptom,症状
小儿46-XY单纯性腺发育不全综合征,阴蒂肥大,has_symptom,症状
睫状环阻滞性青光眼,眼压升高,has_symptom,症状
结节性硬化症,闫铁,has_symptom,症状
多汗症,类癌综合征,has_symptom,症状
小儿非内脂性网状内皮增殖综合征,气喘,has_symptom,症状
慢性细菌性前列腺炎,胀痛,has_symptom,症状
急性及亚急性脑内血肿,闫铁,has_symptom,症状
高原病,胸闷,has_symptom,症状
创伤性心源性溶血性贫血,溶血性贫血,has_symptom,症状
动眼、滑车及外展神经疾病,对光反应消失,has_symptom,症状
急性肾小管坏死,食欲不振,has_symptom,症状
新生儿坏死性小肠结肠炎,腹泻,has_symptom,症状
惊恐症,代脉,has_symptom,症状
牙列稀疏,牙齿缝隙大,has_symptom,症状
麻痹性睑外翻,眼睑部有明显的...,has_symptom,症状
链杆菌病,斑丘疹,has_symptom,症状
旅行者腹泻,黏液便,has_symptom,症状
干燥综合征,经常口渴,has_symptom,症状
丘疹坏死性结核疹,凹陷瘢痕,has_symptom,症状
经行尿感,虚火,has_symptom,症状
枢椎齿状突骨折,枕部和颈后疼痛,has_symptom,症状
原发性甲状旁腺功能亢进症与肾病,多尿,has_symptom,症状
老年人细菌性脑膜炎,脑膜炎,has_symptom,症状
肠梗阻,腹痛伴恶心、呕吐,has_symptom,症状
常染色体隐性遗传性脑动脉病伴白质脑病,痴呆,has_symptom,症状
髌股关节软骨损伤,髌后疼痛,has_symptom,症状
斑疹伤寒,淋巴结肿大,has_symptom,症状
婴儿黑矇性痴呆,肌阵挛,has_symptom,症状
小儿孤独症,口吃,has_symptom,症状
皮脂腺腺瘤,结节,has_symptom,症状
癫痫持续状态,额叶癫痫的前额...,has_symptom,症状
接触性皮炎,耳孔处肿物,has_symptom,症状
颅内海绵状血管瘤,反复出血,has_symptom,症状
变应性血管炎,复视,has_symptom,症状
骨髓纤维化,面色苍白,has_symptom,症状
回归热,肝脾肿大,has_symptom,症状
前庭神经元炎,前庭神经受损,has_symptom,症状
脊膜膨出与脊膜脊髓膨出,无力,has_symptom,症状
催乳素瘤,骨质疏松,has_symptom,症状
感染性心内膜炎肾损害,乏力,has_symptom,症状
水蛭咬伤,鼻塞,has_symptom,症状
小儿先天性红细胞生成异常性贫血,脾肿大,has_symptom,症状
渗出性中耳炎,耳鸣,has_symptom,症状
小儿心搏呼吸骤停与心肺复苏术,呼吸不规则,has_symptom,症状
风寒犯肺,紧脉,has_symptom,症状
原发性醛固酮增多症,耳鸣,has_symptom,症状
气臌,腹壁静脉怒张,has_symptom,症状
带状角膜病变,畏光,has_symptom,症状
真菌性角膜溃疡,流泪,has_symptom,症状
卵巢恶性腹膜间皮瘤,下腹部包块,has_symptom,症状
肠道息肉病,衣玉品,has_symptom,症状
自发性食管破裂,黑便,has_symptom,症状
脆弱性骨硬化,骨硬化,has_symptom,症状
围术期伴发的精神障碍,无力,has_symptom,症状
女性的青春期延迟,垂体功能减退,has_symptom,症状
缺血性心肌病,心绞痛,has_symptom,症状
小儿克罗恩病,静脉血栓,has_symptom,症状
迪格奥尔格综合征,颌小,has_symptom,症状
老年人脑出血,感觉障碍,has_symptom,症状
眼外肌外伤,内出血,has_symptom,症状
环咽肌失弛缓症,呛咳,has_symptom,症状
流行性出血热,头昏,has_symptom,症状
老年人糖尿病周围神经病,营养障碍,has_symptom,症状
咖啡因与氨茶碱中毒,头昏,has_symptom,症状
反流性食管炎,烧心,has_symptom,症状
避孕后闭经综合征,青春前期闭经,has_symptom,症状
纵隔非霍奇金淋巴瘤,气短,has_symptom,症状
肛窦炎及肛乳头炎,肛门坠胀,has_symptom,症状
鼻神经胶质瘤,闫铁,has_symptom,症状
水、电解质紊乱伴发的精神障碍,抑郁,has_symptom,症状
老年人肺炎,食欲不振,has_symptom,症状
胃恶性淋巴瘤,黑便,has_symptom,症状
酒精中毒性精神障碍,戒断反应,has_symptom,症状
视网膜脱离,葡萄膜炎,has_symptom,症状
荨麻疹型药疹,蔷薇疹样皮疹,has_symptom,症状
接合菌病,腹痛,has_symptom,症状
农民肺,啰音,has_symptom,症状
血卟啉病,光感性皮肤损害,has_symptom,症状
胸廓畸形,桶状胸,has_symptom,症状
先天性巨输尿管,巨输尿管症,has_symptom,症状
小儿嗜铬细胞瘤,糖尿,has_symptom,症状
小脑幕脑膜瘤,颅内压增高,has_symptom,症状
管状小汗腺癌,癌性发热,has_symptom,症状
老年人糖尿病,要利琴,has_symptom,症状
小儿黏多糖贮积病Ⅳ型,短颈,has_symptom,症状
神经症,职业神经症,has_symptom,症状
结节病性心肌病,呼吸困难,has_symptom,症状
伪聋,耳聋,has_symptom,症状
咽后间隙感染,牙关紧闭,has_symptom,症状
小儿克山病,低血压,has_symptom,症状
肿瘤性心包炎,颈静脉怒张,has_symptom,症状
敌鼠中毒,咯血,has_symptom,症状
小儿多动症,不断眨眼,has_symptom,症状
心房扑动,心悸,has_symptom,症状
小肠腺癌,肠穿孔,has_symptom,症状
先天性泌尿系畸形,排尿障碍,has_symptom,症状
脑干梗塞,吞咽困难,has_symptom,症状
创伤后应激障碍,情感麻痹,has_symptom,症状
急性腐蚀性胃炎,虚脱,has_symptom,症状
产后虚羸,阴阳气血失衡,has_symptom,症状
性交疼痛,子宫内膜异位,has_symptom,症状
老年人呼吸性酸中毒,意识模糊,has_symptom,症状
先天性动静脉瘘,发绀,has_symptom,症状
甲亢性心脏病,二尖瓣脱垂,has_symptom,症状
小儿粘连性肠梗阻,脱水,has_symptom,症状
小儿心力衰竭,面色苍白,has_symptom,症状
腰骶部脂肪疝,胀痛,has_symptom,症状
心脏瓣膜关闭不全,呼吸困难,has_symptom,症状
右室心肌梗死,颈静脉怒张,has_symptom,症状
脊髓小脑性共济失调,腱反射消失,has_symptom,症状
胃纳呆滞,气滞湿阻,has_symptom,症状
疫斑热,恶寒,has_symptom,症状
眼烧伤,结膜充血,has_symptom,症状
膈疝,胸痛,has_symptom,症状
新生儿柯萨奇病毒B感染,腹胀,has_symptom,症状
低镁血症,面部叩击征,has_symptom,症状
基底核钙化症,躁狂,has_symptom,症状
单纯疱疹性葡萄膜炎,葡萄膜炎,has_symptom,症状
假性甲状旁腺功能减退症,骨质疏松,has_symptom,症状
血管性帕金森综合征,痴呆,has_symptom,症状
假性醛固酮减少症,腹泻,has_symptom,症状
喉角化症,喉咙痒,has_symptom,症状
周期性麻痹,呼吸困难,has_symptom,症状
胸膜间皮瘤,呼吸音减弱,has_symptom,症状
肾皮质化脓性感染,寒战,has_symptom,症状
距骨骨折脱位,剧烈疼痛,has_symptom,症状
膜性肾病,肾病综合征,has_symptom,症状
拟除虫菊类农药中毒,昏迷,has_symptom,症状
舌咽神经痛,耳鸣,has_symptom,症状
血管角化瘤,发绀,has_symptom,症状
小儿胃肠道异物及异物性肠梗阻,脐周疼痛,has_symptom,症状
淋病,骨质破坏,has_symptom,症状
寰椎骨折脱位,呼吸异常,has_symptom,症状
瘢痕癌,乳头样增生变化,has_symptom,症状
寰椎沟环畸形,恶心,has_symptom,症状
农药中毒性肾病,血尿,has_symptom,症状
小儿流行性喘憋性肺炎,流鼻涕,has_symptom,症状
上腔静脉综合征,发绀,has_symptom,症状
痛经,下腹坠痛,has_symptom,症状
子宫腺肌病,子宫内膜异位,has_symptom,症状
沙眼,角膜溃疡,has_symptom,症状
淋球菌性腹膜炎,腹部压痛,has_symptom,症状
耳痈,耳鸣,has_symptom,症状
胆囊炎,右上腹痛,has_symptom,症状
脊髓半切综合征,深感觉障碍,has_symptom,症状
小儿先天性肝囊肿,胀痛,has_symptom,症状
小儿进行性骨干发育不良,婴儿出牙延迟,has_symptom,症状
老年男性性功能障碍,性欲减退,has_symptom,症状
克山病,面色灰暗,has_symptom,症状
老年人胃癌,恶心,has_symptom,症状
硬脑膜下血肿,脑疝,has_symptom,症状
脊髓空洞症,眼球震颤,has_symptom,症状
外阴前庭炎,尿后滴沥,has_symptom,症状
肝棘球蚴病,上腹不适,has_symptom,症状
眼眶内海绵状血管瘤,视力障碍,has_symptom,症状
先天性肝囊肿,胆汁潴留,has_symptom,症状
中枢神经系统肉芽肿性血管炎,昏迷,has_symptom,症状
小儿脆性X染色体,语言发育迟缓,has_symptom,症状
老年甲状腺功能减退症,疲劳,has_symptom,症状
月经过多,经期推迟,has_symptom,症状
痰毒,代超,has_symptom,症状
重症肌无力,构音障碍,has_symptom,症状
肺炎衣原体肺炎,疲劳,has_symptom,症状
蚕豆病,腹痛,has_symptom,症状
腹股沟斜疝,便秘,has_symptom,症状
羊水过多,胎位异常,has_symptom,症状
弯曲菌性肠炎,腹泻,has_symptom,症状
自身红细胞过敏性紫癜,月经量多,has_symptom,症状
动脉栓塞,腘动脉搏动减弱或消失,has_symptom,症状
放射性颌骨骨髓炎,软组织感染,has_symptom,症状
屈光不正,疲劳,has_symptom,症状
中心性渗出性脉络膜视网膜炎,视物变形,has_symptom,症状
类风湿性关节炎的肾损害,结节,has_symptom,症状
中毒性高铁血红蛋白血症,意识障碍,has_symptom,症状
肛乳头炎,粪便脓血,has_symptom,症状
小儿假肥大型肌营养不良,学习困难,has_symptom,症状
急性硬脑膜外血肿,呼吸抑制,has_symptom,症状
广州管圆线虫病,胸痛,has_symptom,症状
心包间皮瘤,心包填塞,has_symptom,症状
弥漫性筋膜炎,肌肉酸痛,has_symptom,症状
食管裂孔疝,食管蠕动功能减弱,has_symptom,症状
神经源性膀胱,逼尿肌无反射,has_symptom,症状
创伤性关节炎,驻站医,has_symptom,症状
氯气中毒,胸痛,has_symptom,症状
小儿先天性肾上腺皮质增生症,代谢性酸中毒,has_symptom,症状
胸、腰椎椎体单纯性、楔形压缩骨折,棘突压痛,has_symptom,症状
血管神经性水肿,风团,has_symptom,症状
急性盆腔炎,脓性分泌物,has_symptom,症状
乳痨,低热,has_symptom,症状
喉水肿,新生儿喉喘鸣,has_symptom,症状
酒精中毒性神经疾病,仪平,has_symptom,症状
丹痧,脓性分泌物,has_symptom,症状
散发性脑炎,共济失调,has_symptom,症状
小儿赖特综合征,腊肠趾,has_symptom,症状
眶假瘤,流泪,has_symptom,症状
颈静脉球瘤,头晕,has_symptom,症状
Kimura病,上睑下垂,has_symptom,症状
心包积液,胸痛,has_symptom,症状
鼻炎,鼻子上火,has_symptom,症状
胃泌素瘤,肝转移,has_symptom,症状
阴道恶性苗勒管混合瘤,阴道内出现粪质...,has_symptom,症状
伸指肌腱损伤,肌肉挫伤,has_symptom,症状
肾结核对侧肾积水,尿频,has_symptom,症状
小儿真菌性肺炎,呼吸困难,has_symptom,症状
阴道内胚窦瘤,阴道流血过多,has_symptom,症状
阴囊炎性癌,丘疹,has_symptom,症状
新型隐球菌性脑膜炎,脑膜炎,has_symptom,症状
血管瘤,呼吸道阻塞,has_symptom,症状
跖骨、趾骨骨折,足趾伸屈时足部疼痛,has_symptom,症状
男科病,腰痛伴尿频、尿...,has_symptom,症状
眶底骨折,眼球突出,has_symptom,症状
痤疮,恶病性痤疮,has_symptom,症状
静脉血栓形成,静脉血栓,has_symptom,症状
脊索瘤,脊髓受压,has_symptom,症状
大脑大静脉瘤,心脏肥大,has_symptom,症状
小儿感冒,小儿鼻塞,has_symptom,症状
淤胆型肝炎,肝被膜紧张,has_symptom,症状
电解质紊乱,腹部凹陷呈舟状,has_symptom,症状
眶内纤维组织细胞瘤,复视,has_symptom,症状
外阴-阴道-牙龈综合征,性交疼痛,has_symptom,症状
膈肌麻痹,嗳气,has_symptom,症状
小儿急性胆囊炎与胆管炎,寒战,has_symptom,症状
慢性单纯性咽炎,咳出带臭味的干痂,has_symptom,症状
登革出血热,医师,has_symptom,症状
酒精所致精神障碍,酒精性幻觉症,has_symptom,症状
小儿颅咽管瘤,颅内压增高,has_symptom,症状
吸入性损伤,呼吸音减弱,has_symptom,症状
多动症,情绪起伏大,has_symptom,症状
麻痹性肠梗阻,胀痛,has_symptom,症状
小儿出血性疾病,血小板减少,has_symptom,症状
小儿急性偏瘫,脑神经麻痹,has_symptom,症状
婴幼儿化脓性淋巴结炎,兰瑞,has_symptom,症状
原发性急性闭角型青光眼,视野缺损,has_symptom,症状
反射性交感神经营养不良综合征,吸吮反射阳性,has_symptom,症状
硼酸中毒,惊厥,has_symptom,症状
性障碍,动脉粥样硬化,has_symptom,症状
眼酸碱化学伤,结膜充血,has_symptom,症状
阴道前壁膨出,排尿不畅,has_symptom,症状
慢性闭角型青光眼,眼底改变,has_symptom,症状
咽旁脓肿,脓肿,has_symptom,症状
粪瘘,便稀时经阴道排出,has_symptom,症状
小儿非霍奇金淋巴瘤,肠穿孔,has_symptom,症状
血液病,齿龈出血,has_symptom,症状
输卵管阻塞性不孕,晚发月经,has_symptom,症状
眼眶非霍奇金恶性淋巴肿瘤,眼球突出,has_symptom,症状
坐骨神经痛,背部酸痛,has_symptom,症状
黄褐斑,驻站医,has_symptom,症状
小儿播散性脂肪肉芽肿综合征,吞咽困难,has_symptom,症状
内分泌性高血压,醛固酮分泌增多,has_symptom,症状
小儿硬脊膜外脓肿,小儿哭闹不安,has_symptom,症状
腹水,腹膜炎,has_symptom,症状
抗体免疫缺陷病,恶性贫血,has_symptom,症状
小儿播散性脂肪肉芽肿综合征,腱反射消失,has_symptom,症状
暴痢,发绀,has_symptom,症状
硬脑膜外脓肿,谵妄,has_symptom,症状
颈动脉创伤性栓塞,创伤,has_symptom,症状
肝性血卟啉病综合征,心动过速,has_symptom,症状
流行性腮腺炎,颌下腺肿大,has_symptom,症状
小儿弹性假黄瘤,心绞痛,has_symptom,症状
亨廷顿病性痴呆,幻觉,has_symptom,症状
肾性骨病,“鸭步”步态,has_symptom,症状
肺病,咳痰,has_symptom,症状
先天性食管重复,窒息,has_symptom,症状
银屑病甲,指甲易碎,has_symptom,症状
