START_ID,END_ID,TYPE,name
疫斑热,尿常规,need_check,诊断检查
无机碱皮肤损伤,血液电解质检查,need_check,诊断检查
感染性腹主动脉瘤,腹部透视,need_check,诊断检查
睑板腺囊肿,眼睑检查,need_check,诊断检查
小儿渗出性多形性红斑,胸部平片,need_check,诊断检查
先天性非溶血性黄疸,尿胆红素（BIL）,need_check,诊断检查
螨皮炎,皮疹,need_check,诊断检查
胰腺假性囊肿,血管造影,need_check,诊断检查
炎症相关性青光眼,眼底检查,need_check,诊断检查
髌骨软化症,浮髌试验,need_check,诊断检查
口周湿疹,口腔内窥镜,need_check,诊断检查
结直肠损伤,细菌学检验,need_check,诊断检查
甲状旁腺功能亢进,尿氯,need_check,诊断检查
小儿下丘脑错构瘤,血常规,need_check,诊断检查
老年人肾病综合征,肾功能检查,need_check,诊断检查
红细胞生成性原卟啉病,粪卟啉,need_check,诊断检查
新生儿黄疸,直接胆红素/间接胆红素比值,need_check,诊断检查
痴呆综合征,颅脑MRI检查,need_check,诊断检查
小儿特发性室性心动过速,胸部平片,need_check,诊断检查
脓肿,白细胞计数（WBC）,need_check,诊断检查
老年人肺结核病,涂片,need_check,诊断检查
急喉风,尿常规,need_check,诊断检查
膀胱上内疝,膀胱镜,need_check,诊断检查
肝囊肿,肝压痛,need_check,诊断检查
急性单纯性胃炎,内镜检查,need_check,诊断检查
慢性心力衰竭,平衡法放射性核素心血管造影(ERNA),need_check,诊断检查
小儿维生素A缺乏病,血常规,need_check,诊断检查
小儿原发性甲状旁腺功能亢进症,腹部平片,need_check,诊断检查
甲状旁腺骨营养不良,甲状腺、甲状旁腺的超声检查,need_check,诊断检查
小儿糖原贮积病Ⅱ型,血清谷丙转氨酶,need_check,诊断检查
急性肾功能不全,尿常规,need_check,诊断检查
食管痹,便常规,need_check,诊断检查
兽咬伤,心电图,need_check,诊断检查
结节性脂膜炎,CT检查,need_check,诊断检查
胆汁性腹膜炎,口服法胆道造影,need_check,诊断检查
急性胃扩张,胃部检查,need_check,诊断检查
鹦鹉热衣原体肺炎,尿常规,need_check,诊断检查
原发性痛经,宫腔镜,need_check,诊断检查
肺栓塞和肺梗死,心电图,need_check,诊断检查
月经过多,妇科超声检查,need_check,诊断检查
匐行疹,血液检查,need_check,诊断检查
小儿韦格纳肉芽肿,鼻部放射线检查,need_check,诊断检查
眼结石,眼外部检查,need_check,诊断检查
肝脓肿,肝大小,need_check,诊断检查
急性宫颈炎,妇科检查,need_check,诊断检查
心脏瓣膜病,心血管MRI检查,need_check,诊断检查
小儿46-XY单纯性腺发育不全综合征,外生殖器检查,need_check,诊断检查
肾积水,肾功能检查,need_check,诊断检查
特发性迟发性免疫球蛋白缺乏症,免疫病理检查,need_check,诊断检查
嗜酸性细胞增多症,胸部平片,need_check,诊断检查
复发性坏死性黏膜周围炎,涂片,need_check,诊断检查
咽食管憩室,便常规,need_check,诊断检查
肛管直肠周围脓肿,便常规,need_check,诊断检查
小汗腺汗管纤维腺瘤,血常规,need_check,诊断检查
慢性泪腺炎,血常规,need_check,诊断检查
小儿高血压,血管紧张素Ⅱ,need_check,诊断检查
胆管肿瘤,逆行胰胆管造影（ERCP）,need_check,诊断检查
双向性室性心动过速,"乳酸脱氢酶(LDH,LD)",need_check,诊断检查
小儿肺出血-肾炎综合征,胸部平片,need_check,诊断检查
喉气管瘢痕性狭窄,CT检查,need_check,诊断检查
淀粉样变病,肌电图,need_check,诊断检查
腹股沟直疝（疝气）,血常规,need_check,诊断检查
甲状腺炎,抗甲状腺球蛋白抗体（ATGA）,need_check,诊断检查
肾盏憩室,尿常规,need_check,诊断检查
闭塞性动脉硬化,体位,need_check,诊断检查
埃莱尔-当洛综合征,束臂试验,need_check,诊断检查
外阴神经鞘瘤,便常规,need_check,诊断检查
巨细胞病毒病,血常规,need_check,诊断检查
尿路感染,尿沉渣,need_check,诊断检查
药物或化学物质所致的色素沉着,真菌组织病理学,need_check,诊断检查
白睛溢血,眼及眶区CT检查,need_check,诊断检查
脏寒,腹部外形触诊,need_check,诊断检查
营养障碍性多发性神经病,血常规,need_check,诊断检查
电解质紊乱,粪便钾（Potassium.K）,need_check,诊断检查
前纵韧带骨化症,核磁共振成像(MRI),need_check,诊断检查
淋巴癌,免疫学检测,need_check,诊断检查
心房颤动,尿常规,need_check,诊断检查
老年人急性呼吸窘迫综合征,肺泡气-动脉血氧分压差,need_check,诊断检查
老年人免疫性血小板减少性紫癜,出血时间,need_check,诊断检查
冠状动脉异常起源于肺动脉,心血管造影,need_check,诊断检查
小儿原发性脑干损伤,脑干反射检查,need_check,诊断检查
淋球菌性结膜炎,角膜病灶刮片,need_check,诊断检查
心肌梗死,血常规,need_check,诊断检查
小儿星形细胞瘤,脑电图检查,need_check,诊断检查
妇科病,妇科检查,need_check,诊断检查
视网膜震荡,眼科检查,need_check,诊断检查
阻塞性肺气肿,肺功能检查,need_check,诊断检查
小儿埃博拉病毒病,心电图,need_check,诊断检查
血红蛋白M病,平均红细胞体积（MCV）,need_check,诊断检查
嵌杯样病毒胃肠炎,粪便菌群失调,need_check,诊断检查
子宫脱垂,三合诊,need_check,诊断检查
甲状旁腺功能减退症,甲状旁腺激素,need_check,诊断检查
视神经胶质瘤,免疫学检测,need_check,诊断检查
锁喉痈,便常规,need_check,诊断检查
十二指肠平滑肌肉瘤,内镜检查,need_check,诊断检查
息积,上消化道X线钡餐,need_check,诊断检查
工业毒物中毒性周围神经病,尿常规,need_check,诊断检查
新生儿心肌炎,胸部平片,need_check,诊断检查
砷及其化合物引起的皮肤病,血常规,need_check,诊断检查
小儿先天性高氨血症,CT检查,need_check,诊断检查
小儿颅脑损伤,血常规,need_check,诊断检查
血热崩漏,血常规,need_check,诊断检查
颌骨骨折,咬合关系检查,need_check,诊断检查
环形胰腺,CT检查,need_check,诊断检查
纵隔气肿,黑曼征,need_check,诊断检查
小儿迪格奥尔格综合征,颅脑CT检查,need_check,诊断检查
食管中段憩室,食管钡餐透视,need_check,诊断检查
肱动脉损伤,钼靶X线检查,need_check,诊断检查
小儿窦性心动过速,动态心电图（Holter监测）,need_check,诊断检查
小儿脱屑性肺炎,血清免疫蛋白电泳,need_check,诊断检查
食瘕,胃钡餐造影,need_check,诊断检查
汗孔周围炎及多发性汗腺脓肿,细胞组织化学染色,need_check,诊断检查
婴儿成神经细胞瘤,尿常规,need_check,诊断检查
小儿唐氏综合征,多普勒超声心动图,need_check,诊断检查
菌血症,血液及骨髓细菌培养,need_check,诊断检查
小儿人类细小病毒B19感染,酶联免疫吸附试验,need_check,诊断检查
新生儿泌尿系统感染,腹部平片,need_check,诊断检查
斯蒂尔病,白细胞分类计数,need_check,诊断检查
退行性黄韧带肥厚,膝反射,need_check,诊断检查
急性肾小管坏死,尿谷氨酰转肽酶(UGGT),need_check,诊断检查
小儿心内膜弹力纤维增生症,脉搏,need_check,诊断检查
淋巴炎,体温测量,need_check,诊断检查
小儿珠蛋白生成障碍性贫血,蛋白电泳,need_check,诊断检查
高脂血症,血脂检查,need_check,诊断检查
轻度脂肪肝,肝脏超声检查,need_check,诊断检查
老年人先天性心血管疾病,多普勒超声心动图,need_check,诊断检查
泡性角结膜炎,角膜病灶刮片,need_check,诊断检查
特发性肺纤维化,肺活检,need_check,诊断检查
脑囊虫病,囊虫胶乳凝集试验,need_check,诊断检查
胆管结石与胆管炎,肝、胆、胰、脾的MRI检查,need_check,诊断检查
大肠梗阻,血液电解质检查,need_check,诊断检查
化脓性角膜炎,角膜知觉检查法,need_check,诊断检查
冷球蛋白血症肾损害,血清冷球蛋白（CG）,need_check,诊断检查
阴囊炎性癌,肿瘤标志物检测,need_check,诊断检查
中性白(粒)细胞减少症,血常规,need_check,诊断检查
小儿家族性非溶血性黄疸综合征,肝脏超声检查,need_check,诊断检查
肝风内动证,视觉诱发电位,need_check,诊断检查
高钙血症肾病,尿钙,need_check,诊断检查
正常眼压性青光眼,眼底荧光血管造影,need_check,诊断检查
经行舌麻,维生素B1,need_check,诊断检查
骨雅司病,皮肤病的物理检查,need_check,诊断检查
传染性淋巴细胞增多症,骨髓象分析,need_check,诊断检查
炎性乳腺癌,血常规,need_check,诊断检查
X联锁鱼鳞病,皮损,need_check,诊断检查
慢性胆管炎,静脉胆道造影,need_check,诊断检查
梭形细胞脂肪瘤,血液检查,need_check,诊断检查
钩端螺旋体病神经系统表现,白细胞分类计数,need_check,诊断检查
坐骨疝,腹部CT,need_check,诊断检查
臂丛神经损伤,造影检查,need_check,诊断检查
结核性角膜病变,涂片,need_check,诊断检查
先天性肩关节脱位,骨关节及软组织CT检查,need_check,诊断检查
小儿血管角质瘤综合征,脑电图检查,need_check,诊断检查
先天性胸腹裂孔疝,腹部MRI检查,need_check,诊断检查
子宫恶性肿瘤,子宫颈活检,need_check,诊断检查
先天性肠闭锁,羊水量,need_check,诊断检查
结肠癌,内镜检查,need_check,诊断检查
光化性角化病,免疫病理检查,need_check,诊断检查
新生儿呕吐,便常规,need_check,诊断检查
接触性唇炎,血液生化六项检查,need_check,诊断检查
带状疱疹性角膜炎,角膜荧光素染色,need_check,诊断检查
气管前间隙感染,支气管镜检查,need_check,诊断检查
原卟啉病,血液检查,need_check,诊断检查
老年人尿失禁,血糖,need_check,诊断检查
肾阳虚,肾脏叩诊,need_check,诊断检查
失认症,视力,need_check,诊断检查
复发性多软骨炎,呼气流速,need_check,诊断检查
神经性阳痿,阴茎检查,need_check,诊断检查
小儿急性肾功能衰竭,血常规,need_check,诊断检查
小儿支气管肺炎,儿童支气管镜检查,need_check,诊断检查
苯中毒,血常规,need_check,诊断检查
小儿甲状腺功能亢进症,甲状腺B型超声检查,need_check,诊断检查
多发性硬化伴发的葡萄膜炎,色觉,need_check,诊断检查
髌骨骨折,拇指指甲滑动试验,need_check,诊断检查
小儿胆道蛔虫症,十二指肠钡餐造影,need_check,诊断检查
卵巢囊肿,子宫与附件肿块,need_check,诊断检查
小儿碘缺乏病,脑电图检查,need_check,诊断检查
热中,血常规,need_check,诊断检查
肱骨远端全骺分离,骨关节及软组织CT检查,need_check,诊断检查
食管癌,吞噬鸡红细胞功能试验,need_check,诊断检查
小儿周期性低血钾性麻痹,血液检查,need_check,诊断检查
阴囊坏疽,生殖道分泌物培养,need_check,诊断检查
慢性疲劳综合症,脑电图检查,need_check,诊断检查
短膜壳绦虫病,粪便显微镜检查,need_check,诊断检查
原发性肺动脉高压,多普勒超声心动图,need_check,诊断检查
麻痹性睑外翻,眼科检查,need_check,诊断检查
呼吸性细支气管相关的间质性肺疾病,胸部MRI,need_check,诊断检查
支气管发育不全,胸部CT检查,need_check,诊断检查
新生儿败血症,细菌的CAMP试验,need_check,诊断检查
膀胱膨出,阴道镜检查,need_check,诊断检查
早期复极综合征,心电图,need_check,诊断检查
多发性大动脉炎,类风湿因子,need_check,诊断检查
I型糖尿病,柯萨奇病毒抗体,need_check,诊断检查
小儿金葡菌性烫伤样皮肤综合征,皮损,need_check,诊断检查
寄生虫病,尿中寄生虫检查,need_check,诊断检查
慢性血源性骨髓炎,造影检查,need_check,诊断检查
面部脓皮病,面部色诊,need_check,诊断检查
掌指关节脱位,CT检查,need_check,诊断检查
水痘性角膜炎,眼科检查,need_check,诊断检查
小儿过敏症,皮内试验,need_check,诊断检查
多发梗塞性痴呆,颅脑MRI检查,need_check,诊断检查
眼眶寄生虫囊肿,眼球和眼眶的超声检查,need_check,诊断检查
皮肤淋巴肉芽肿病,抗人球蛋白试验,need_check,诊断检查
膀胱憩室,CT检查,need_check,诊断检查
先天性视网膜劈裂,视野检查,need_check,诊断检查
小儿常染色体显性小脑性共济失调,脑脊液检查-化学检查-蛋白质检查,need_check,诊断检查
束支折返性室性心动过速,便常规,need_check,诊断检查
诺卡放线菌病,涂片,need_check,诊断检查
步态异常,血常规,need_check,诊断检查
游走性结节性脂膜炎,尿常规,need_check,诊断检查
玻璃体出血,眼底检查,need_check,诊断检查
老年人椎基底动脉供血不足,冷热试验,need_check,诊断检查
跟腱前囊炎,白细胞计数（WBC）,need_check,诊断检查
维生素D中毒,维生素D（VitD）,need_check,诊断检查
牙龈癌,颅脑MRI检查,need_check,诊断检查
阴道内胚窦瘤,膀胱镜,need_check,诊断检查
瘀血头痛,脑电图检查,need_check,诊断检查
休息痢,粪便显微镜检查,need_check,诊断检查
小儿血友病,出血时间,need_check,诊断检查
非淋性前列腺炎,血常规,need_check,诊断检查
结肠炎,粪便显微镜检查,need_check,诊断检查
气管食管瘘,内镜检查,need_check,诊断检查
单纯疱疹病毒感染症,脑电图检查,need_check,诊断检查
尘螨过敏性哮喘,激发试验,need_check,诊断检查
阴道恶性苗勒管混合瘤,阴道病原体检查,need_check,诊断检查
挤奶者结节,皮肤涂片显微镜检查,need_check,诊断检查
眼眶畸胎瘤,视力,need_check,诊断检查
阿米巴结肠炎,肠镜,need_check,诊断检查
小儿神经管畸形,尿常规,need_check,诊断检查
老年人急性呼吸窘迫综合征,动脉血氧分压(PaO2),need_check,诊断检查
暴泻,腹部听诊,need_check,诊断检查
踝关节脱位,钼靶X线检查,need_check,诊断检查
白塞综合征,CT检查,need_check,诊断检查
心血管疾病,载脂蛋白CⅠ,need_check,诊断检查
腓骨肌萎缩症,神经系统核医学检查,need_check,诊断检查
先天性胸骨后膈疝,血常规,need_check,诊断检查
咳嗽性哮喘,心电图,need_check,诊断检查
糖尿病性肾病,餐后血清锌浓度反应试验(PICR),need_check,诊断检查
子痰,脓汁和创伤感染标本细菌学检查,need_check,诊断检查
网膜扭转,血常规,need_check,诊断检查
五硬,红细胞压积(HCT),need_check,诊断检查
布鲁菌病,被动血凝测定,need_check,诊断检查
遗传性对称性色素异常症,皮肤颜色,need_check,诊断检查
面肌抽搐,肌电图,need_check,诊断检查
小儿限制型心肌病,心电图,need_check,诊断检查
鼻中隔溃疡,鼻粘膜及鼻腔分泌物,need_check,诊断检查
阴部鲍恩样丘疹病,涂片,need_check,诊断检查
衣原体肺炎,血清免疫蛋白电泳,need_check,诊断检查
阴道壁息肉,阴道妇科常规检查,need_check,诊断检查
腹膜后疝,腹部平片,need_check,诊断检查
重金属中毒性肾病,尿液分析,need_check,诊断检查
口腔干燥综合征,免疫学检测,need_check,诊断检查
单眼双下转肌麻痹,眼科检查,need_check,诊断检查
慢性鼻咽炎,鼻部功能检查,need_check,诊断检查
鼻结核,鼻粘膜及鼻腔分泌物,need_check,诊断检查
转移性肝癌,浆膜腔积液,need_check,诊断检查
炭疽病,免疫病理检查,need_check,诊断检查
维生素C缺乏病,维生素B1,need_check,诊断检查
原发性十二指肠恶性淋巴瘤,十二指肠钡餐造影,need_check,诊断检查
肝血管瘤,腹部血管超声检查,need_check,诊断检查
自发性气胸,胸部平片,need_check,诊断检查
缺血性坏死,X线碘油造影,need_check,诊断检查
急性肺炎,C-反应蛋白检验（CRP）,need_check,诊断检查
单纯性疱疹,细胞组织化学染色,need_check,诊断检查
羊膜带综合征,颅骨透照试验,need_check,诊断检查
恒定性外斜视,眼科检查,need_check,诊断检查
恶性组织细胞病,苏丹黑B染色,need_check,诊断检查
强碱类中毒,胃液酸碱度(pH),need_check,诊断检查
肺静脉异位引流,造影检查,need_check,诊断检查
屈光不正,散光表验光法,need_check,诊断检查
炎症性肠道疾病及其伴发的葡萄膜炎,腹部平片,need_check,诊断检查
先天性梅毒性肝硬化,羊水生化检查,need_check,诊断检查
脊髓血管畸形,核磁共振成像(MRI),need_check,诊断检查
胎儿乙醇综合征,系统胎儿超声检查,need_check,诊断检查
先天性全丙种球蛋白低下血症,血清免疫蛋白电泳,need_check,诊断检查
盲肠阿米巴肉芽肿,涂片,need_check,诊断检查
软组织损伤,肾功能检查,need_check,诊断检查
小儿X-连锁高免疫球蛋白M血症,T淋巴细胞亚群,need_check,诊断检查
斑秃,涂片,need_check,诊断检查
小儿骨肉瘤,四肢的骨和关节平片,need_check,诊断检查
纯红细胞再生障碍,骨髓象分析,need_check,诊断检查
先天性肺发育不全,羊水量,need_check,诊断检查
带状角膜病变,免疫学检测,need_check,诊断检查
神经肽性肢端感觉异常,免疫病理检查,need_check,诊断检查
小儿乳积,便常规,need_check,诊断检查
蜂窝肺综合征,白细胞分类计数,need_check,诊断检查
阴道子宫内膜间质肉瘤,阴道镜检查,need_check,诊断检查
坐骨疝,腹部平片,need_check,诊断检查
重复阴茎,静脉尿路造影,need_check,诊断检查
腰椎骨折,脊柱MRI检查,need_check,诊断检查
流行性甲型脑炎,脑脊液细胞学检查,need_check,诊断检查
先天性X因子缺乏,凝血酶原时间（PT）,need_check,诊断检查
Leber遗传性视神经病变,脑脊液免疫球蛋白,need_check,诊断检查
腹腔妊娠,腹腔镜,need_check,诊断检查
吞入异物,腹部透视,need_check,诊断检查
无排卵型功能失调性子宫出血,子宫输卵管造影,need_check,诊断检查
老年休克,CT检查,need_check,诊断检查
铍及其化合物引起的皮肤病,便常规,need_check,诊断检查
透析性骨关节病,血常规,need_check,诊断检查
新生儿呼吸窘迫综合征,胸部B超,need_check,诊断检查
小肠腺瘤,胃肠道疾病的超声检查,need_check,诊断检查
颈肋畸形,钼靶X线检查,need_check,诊断检查
煎厥,耳鼻咽喉CT检查,need_check,诊断检查
乳头状囊腺癌,乳腺肿瘤标记（CA 15-3）,need_check,诊断检查
胃窦血管扩张症,血常规,need_check,诊断检查
不射精症,阴茎超声检查,need_check,诊断检查
老年人低钠血症,血糖,need_check,诊断检查
视网膜脱落,视网膜检影法,need_check,诊断检查
变应性血管炎,类风湿因子,need_check,诊断检查
变异性哮喘,胸部CT检查,need_check,诊断检查
盆腔炎,白带检查,need_check,诊断检查
胸椎小关节紊乱症,胸部外部检查,need_check,诊断检查
胰腺假囊肿,胰腺的CT检查,need_check,诊断检查
十二指肠溃疡,基础胃液分泌量,need_check,诊断检查
小儿基底细胞痣综合征,头颅平片,need_check,诊断检查
急性心功能不全,心电图,need_check,诊断检查
阴道异物,阴道镜检查,need_check,诊断检查
咳嗽性哮喘,胸部透视,need_check,诊断检查
多房棘球蚴病,血液检查,need_check,诊断检查
放射性甲状腺炎,甲状腺B型超声检查,need_check,诊断检查
肝炎后综合征,肝脏疾病超声诊断,need_check,诊断检查
脉管炎,肢体血流图,need_check,诊断检查
输尿管损伤,逆行肾盂造影,need_check,诊断检查
跟骨骨髓炎,血常规,need_check,诊断检查
阿米巴病肠穿孔,阿米巴原虫抗原和抗体,need_check,诊断检查
中毒性眩晕,颅脑超声检查,need_check,诊断检查
毒蛇咬伤,血液电解质检查,need_check,诊断检查
小儿一氧化碳中毒,血液碳氧血红蛋白,need_check,诊断检查
肠道感染后反应性关节炎,类风湿因子,need_check,诊断检查
汗疱症,涂片,need_check,诊断检查
眼部猪囊尾蚴病,眼底荧光血管造影,need_check,诊断检查
缺血性心肌病,造影检查,need_check,诊断检查
肺诺卡菌病,胸部平片,need_check,诊断检查
儿童社交恐惧症,颅脑CT检查,need_check,诊断检查
药物性肝病,血清γ-谷氨酰转肽酶,need_check,诊断检查
糖尿病性肾病,空腹血葡萄糖,need_check,诊断检查
腹壁纤维肉瘤,腹部血管超声检查,need_check,诊断检查
外源性变应性肺泡炎,肺功能检查,need_check,诊断检查
外隐斜,马氏杆,need_check,诊断检查
结节性多动脉炎伴发的葡萄膜炎,尿液分析,need_check,诊断检查
节育手术并发症,宫腔镜,need_check,诊断检查
骨癌,血管造影,need_check,诊断检查
疱疹样脓疱病,皮疹,need_check,诊断检查
交感神经型颈椎病,深反射检查,need_check,诊断检查
药物性胃病,尿常规,need_check,诊断检查
一氧化碳中毒后迟发性脑病,心电图,need_check,诊断检查
慢性化脓性鼻窦炎,鼻腔检查,need_check,诊断检查
小儿房室传导阻滞,动态心电图（Holter监测）,need_check,诊断检查
妊娠合并原发性高血压,血液黏度,need_check,诊断检查
高血压,血压,need_check,诊断检查
腰椎骨折,神经系统检查,need_check,诊断检查
急性化脓性胃炎,聚合酶链反应技术,need_check,诊断检查
脂溢性角化病,免疫病理检查,need_check,诊断检查
水母皮炎,皮肤涂片显微镜检查,need_check,诊断检查
多发性肌炎和皮肌炎伴发的精神障碍,肌张力检查,need_check,诊断检查
小儿特发性肺纤维化,肺上皮细胞通透性（LEP）测定,need_check,诊断检查
胃隔膜,胃镜,need_check,诊断检查
嗅觉障碍,血液电解质检查,need_check,诊断检查
医源性气管及主支气管损伤,胸部CT检查,need_check,诊断检查
胰石病,胸腹水常规检查,need_check,诊断检查
花粉过敏性哮喘,支气管激发试验（BPT）,need_check,诊断检查
妊娠合并宫颈癌,胸部透视,need_check,诊断检查
小儿呼吸衰竭,心电图,need_check,诊断检查
红细胞增多症视网膜病变,颅脑MRI检查,need_check,诊断检查
植物神经系统肿瘤,CT平扫,need_check,诊断检查
小儿脑积水,尿常规,need_check,诊断检查
肾髓质囊性病,静脉尿路造影,need_check,诊断检查
肠梗阻,胃肠道疾病的超声检查,need_check,诊断检查
挛痹,类风湿因子,need_check,诊断检查
慢性宫颈炎,阴道分泌物检查,need_check,诊断检查
缺铁性贫血,血清铁饱和度,need_check,诊断检查
血管病,血管造影,need_check,诊断检查
青霉病,涂片,need_check,诊断检查
胃肠疾病,胃镜,need_check,诊断检查
老年休克,心电图,need_check,诊断检查
小儿糖尿病,谷氨酸脱羧酶抗体（GADA）,need_check,诊断检查
婴幼儿胃食管反流,食管压力测定,need_check,诊断检查
肾融合,肾脏超声检查,need_check,诊断检查
小儿慢性肾功能衰竭,肾功能检查,need_check,诊断检查
蝶骨嵴脑膜瘤,脑血管造影,need_check,诊断检查
肾炎,尿沉渣,need_check,诊断检查
食管炎,上消化道内窥镜检查,need_check,诊断检查
小儿真菌感染性口炎,脱落细胞检查,need_check,诊断检查
幼年型类风湿病,"血清铜（Cu2+,Cu)",need_check,诊断检查
失荣,血常规,need_check,诊断检查
周期性麻痹,血清钾,need_check,诊断检查
肝棘球蚴病,补体结合试验,need_check,诊断检查
先天性梅毒,便常规,need_check,诊断检查
小儿军团病,免疫电泳,need_check,诊断检查
眼睑皮脂腺癌,细胞组织化学染色,need_check,诊断检查
颅内低压性头痛,脑血流图,need_check,诊断检查
卵巢癌,卵巢肿瘤标记,need_check,诊断检查
乳腺疾病,乳腺检查,need_check,诊断检查
室管膜肿瘤,腰椎穿刺,need_check,诊断检查
多胎妊娠,孕酮(P),need_check,诊断检查
胸腺小细胞癌,骨显像,need_check,诊断检查
成人肥大性幽门狭窄,胃镜,need_check,诊断检查
子宫恶性中胚叶混合瘤,肿瘤标志物检测,need_check,诊断检查
小儿感染性休克,动态血压监测(ABPM),need_check,诊断检查
小儿肾血管性高血压,CT检查,need_check,诊断检查
月劳病,子宫颈涂片测试,need_check,诊断检查
老年人肺心病,肺阻抗血流图,need_check,诊断检查
外阴鳞状上皮细胞增生,妇科常规检查,need_check,诊断检查
母儿ABO血型不合,血型鉴定,need_check,诊断检查
原发性IgA肾病,肾脏叩诊,need_check,诊断检查
咽血管畸形,耳鼻咽喉CT检查,need_check,诊断检查
膈先天性缺损,胸部CT检查,need_check,诊断检查
胆热,静脉胆囊、胆道造影,need_check,诊断检查
淋巴瘤样肉芽肿,异型淋巴细胞,need_check,诊断检查
小儿丙型病毒性肝炎,直接胆红素/间接胆红素比值,need_check,诊断检查
肾胚胎瘤,腹部CT,need_check,诊断检查
橡胶制品所致的皮肤病,皮肤病的物理检查,need_check,诊断检查
结核性胸膜炎,浆膜腔积液病原体,need_check,诊断检查
小儿肥胖症,生长激素,need_check,诊断检查
癫病,颅脑CT检查,need_check,诊断检查
新生儿咽下综合征,血液酸碱度（pH）,need_check,诊断检查
毛囊炎,涂片,need_check,诊断检查
转移性胸膜肿瘤,胸部外部检查,need_check,诊断检查
毒蛇咬伤,心电图,need_check,诊断检查
神经纤维瘤病,造影检查,need_check,诊断检查
新生儿低血糖症,尿常规,need_check,诊断检查
肺静脉异位引流,心电图,need_check,诊断检查
流行性斑疹伤寒,涂片,need_check,诊断检查
妊娠合并风湿性心脏病,胸部平片,need_check,诊断检查
脑外伤,头颅正侧位片,need_check,诊断检查
支气管扩张,痰液的一般性状检查,need_check,诊断检查
小儿分离性焦虑症,颅脑CT检查,need_check,诊断检查
脑源性晕厥,颅脑MRI检查,need_check,诊断检查
干燥性角结膜炎,泪液溶菌酶,need_check,诊断检查
肛管损伤,直肠镜检查,need_check,诊断检查
视盘炎,视力,need_check,诊断检查
小儿继发性免疫缺陷病,心电图,need_check,诊断检查
小儿先天性直肠肛门畸形,血液生化六项检查,need_check,诊断检查
遗传性异常纤维蛋白原血症,便常规,need_check,诊断检查
中风,脑电图检查,need_check,诊断检查
Brenneman综合征,腹部MRI检查,need_check,诊断检查
过敏性荨麻疹,皮肤斑贴实验,need_check,诊断检查
肺疟疾病,胸部透视,need_check,诊断检查
脉络膜血管瘤,三面镜,need_check,诊断检查
成人型女性乳房肥大症,乳腺远红外检查,need_check,诊断检查
妇科炎症,妇科常规检查,need_check,诊断检查
柯萨奇病毒感染,血凝抑制试验,need_check,诊断检查
失荣,尿常规,need_check,诊断检查
单侧肾缺如,肾脏CT检查,need_check,诊断检查
前庭神经炎,血常规,need_check,诊断检查
小儿埃可及柯萨奇病毒感染,抗柯萨奇B病毒IgG抗体,need_check,诊断检查
心脏乳头样弹性纤维瘤,二维超声心动图,need_check,诊断检查
Fuchs角膜内皮营养不良,前房角镜检查法,need_check,诊断检查
急性化脓性腹膜炎,腹腔穿刺,need_check,诊断检查
甲状腺炎,甲状腺显像,need_check,诊断检查
新生儿获得性免疫缺陷综合征,肺活检,need_check,诊断检查
直肠内异物,腹部平片,need_check,诊断检查
脂肪肝,胸部CT检查,need_check,诊断检查
多骨纤维发育不良,血液生化六项检查,need_check,诊断检查
